event_name,date,day_of_week,time,end_time,venue_name,city,state,section_of_nj,address,price,description,performer,event_type,age_restriction,ticket_link,confidence,extracted_from,post_id,instagram_post_url,post_url,display_url,display_url_note,instagram_handle,instagram_profile_url,account_name,had_ocr,ocr_chars,post_date,extraction_timestamp,from_calendar,calendar_type,combined_text
2027 Wedding Booking,2027-01-01,,,,House of Independents,Asbury Park,NJ,Central,,,Booking 2027 weddings,,wedding,,,high,['caption'],,https://www.instagram.com/p/DRIvoapkcMM/,https://www.instagram.com/p/DRIvoapkcMM/,,CDN URL - expires after few hours/days,houseofindependents,https://www.instagram.com/houseofindependents/,House of Independents,False,0,2025-11-17T00:10:50+00:00,2025-11-28T14:34:31.855388,False,,"Love looks good at House of Independents! ✨💍 Here’s a glimpse into one of the beautiful weddings hosted right here in Asbury Park — from “I do” to the dance floor, our venue transforms into the perfect space to celebrate your forever.

🥂 CONGRATULATIONS Emma & TJ!

Planning a wedding? Let us help you create a night you’ll never forget!
📆 Now booking 2026 & 2027 weddings!
📧 specialevents@houseofindependents.com
(🎥 @mylegsgavein) "
Christmas Tree Lighting,2025-11-29,Saturday,16:00,20:00,Mulberry Commons,Newark,NJ,North,,,"Watch as we light the Christmas Tree Lighting at Mulberry Commons. Experience enchanting performances, delicious food, and festive activities for the whole family!",,festival,all ages,,high,['caption'],,https://www.instagram.com/p/DRhh-kbjKCX/,https://www.instagram.com/p/DRhh-kbjKCX/,,CDN URL - expires after few hours/days,cityofnewarknj,https://www.instagram.com/cityofnewarknj/,"City of Newark, NJ - City Hall",False,0,2025-11-26T15:00:22+00:00,2025-11-28T14:34:32.070989,False,single,"The holiday spirit is alive at the Newark Winter Village! 🎉🌟 
Get ready to celebrate the end of year and holiday season in Newark!

Saturday, November 29, 2025 | 4PM - 8PM
Watch as we light the Christmas Tree Lighting at Mulberry Commons. Experience enchanting performances, delicious food, and festive activities for the whole family! 

#HolidayCheer #NewarkEvents #WinterWonderland "
Grooves Night,2025-11-21,Friday,,,82 Oak,Garfield,NJ,North,,FREE,Stacked line up of pure groovers ready to shake the room.,,concert,,LINK IN BIO FOR RSVP,high,['caption'],,https://www.instagram.com/p/DRSrW6oEnao/,https://www.instagram.com/p/DRSrW6oEnao/,,CDN URL - expires after few hours/days,strictlygroovesonly,https://www.instagram.com/strictlygroovesonly/,STRICTLY GROOVES ONLY 🥁,False,0,2025-11-20T20:35:57+00:00,2025-11-28T14:34:32.199464,False,single,"We’re back at 82 Oak tomorrow night with a stacked line up of pure groovers ready to shake the room. ⚡️

Garfield, NJ — we’re keeping it local, loud, and FREE with RSVP.

Slide through and groove with us 💃🏻 

LINK IN BIO FOR RSVP "
,2025-11-28,Friday,,,,,NJ,,,,Limited space available,,rave,,,high,['caption'],,https://www.instagram.com/p/DRfV0DMDxcU/,https://www.instagram.com/p/DRfV0DMDxcU/,,CDN URL - expires after few hours/days,bounce2bounce_,https://www.instagram.com/bounce2bounce_/,BOUNCE2BOUNCE,False,0,2025-11-25T18:39:20+00:00,2025-11-28T14:34:34.439014,False,,"Need we say more?

Don’t miss ur chance this Friday, limited space available…Tix in bio

#edm #rave #newjersey "
Newark Uncorked: R&B Karaoke Edition,2025-11-15,Saturday,,,,Newark,NJ,North,,20,"Unforgettable night of local wine and spirits, including crafted cocktails from @allpointswestdistillery , plus a grazing board by @sweetjeanskitchen. Dance with @bunkr.bunkr, hosted by @nerolamek, and sing your heart out to your favorite R&B hits! Includes a free drink, keepsake, and wristband.",,karaoke night,,link in bio,high,['caption'],,https://www.instagram.com/p/DRCytK7kcLY/,https://www.instagram.com/p/DRCytK7kcLY/,,CDN URL - expires after few hours/days,halseynwk,https://www.instagram.com/halseynwk/,Halsey,False,0,2025-11-14T16:29:57+00:00,2025-11-28T14:34:34.600667,False,,"⏳ 1 day left until we sing, sip, and celebrate at Newark Uncorked: R&B Karaoke Edition! 🎤

Join us for an unforgettable night of local wine and spirits, including crafted cocktails from @allpointswestdistillery , plus a grazing board by @sweetjeanskitchen. Get ready to dance with @bunkr.bunkr, hosted by @nerolamek, and sing your heart out to your favorite R&B hits! 🎶

🍷 🎟️ Tickets are only $20 — includes a free drink, keepsake, and wristband. 

Don’t wait, secure your tickets now — link in bio!  "
Walk 'N' Run Club with Hoboken Homeless Shelter food donation,,,,,,Hoboken,NJ,North,,,Walk alongside community where they donated food to the Hoboken Homeless Shelter,,community walk/food drive,,,high,['caption'],,https://www.instagram.com/p/DRgWD75jFd7/,https://www.instagram.com/p/DRgWD75jFd7/,,CDN URL - expires after few hours/days,sliceofculture,https://www.instagram.com/sliceofculture/,Slice of Culture,False,0,2025-11-26T04:06:20+00:00,2025-11-28T14:34:36.132733,False,,"Last week, we participated in @njwalkbabes’s Walk ‘N’ Run Club and EO Run Club (@eorunclub) to walk alongside community where they donated food to the Hoboken Homeless Shelter! @hoboken_shelter 🧡

——
🔗 Visit https://www.sliceofculture.com for our previous stories on culture, fashion, games, sports and more!

——
Video: @amandacurlss 

#hudsoncounty #hudsoncountynj #fooddrive #hoboken "
EO Run Club with Hoboken Homeless Shelter food donation,,,,,,Hoboken,NJ,North,,,Walk alongside community where they donated food to the Hoboken Homeless Shelter,,community run/food drive,,,high,['caption'],,https://www.instagram.com/p/DRgWD75jFd7/,https://www.instagram.com/p/DRgWD75jFd7/,,CDN URL - expires after few hours/days,sliceofculture,https://www.instagram.com/sliceofculture/,Slice of Culture,False,0,2025-11-26T04:06:20+00:00,2025-11-28T14:34:36.132757,False,,"Last week, we participated in @njwalkbabes’s Walk ‘N’ Run Club and EO Run Club (@eorunclub) to walk alongside community where they donated food to the Hoboken Homeless Shelter! @hoboken_shelter 🧡

——
🔗 Visit https://www.sliceofculture.com for our previous stories on culture, fashion, games, sports and more!

——
Video: @amandacurlss 

#hudsoncounty #hudsoncountynj #fooddrive #hoboken "
Last Hike of the Season,2025-11-29,Saturday,09:00,,Watchung Reservation,Mountainside,NJ,Central,,,Wear Brown/Beige and Join us this Saturday at Watchung Reservation,,hike,,,high,['caption'],,https://www.instagram.com/p/DRcioy3kXDp/,https://www.instagram.com/p/DRcioy3kXDp/,,CDN URL - expires after few hours/days,eorunclub,https://www.instagram.com/eorunclub/,NJ EO Walk/Run Club,False,0,2025-11-24T16:30:27+00:00,2025-11-28T14:34:37.194903,False,,"Ready for the last hike of the season ? Wear Brown/Beige and Join us this Saturday at Watchung Reservation in Mountainside, NJ at 9:00am
#walk #hike #njevents #instagram "
Thanksgiving special!!,2025-11-27,,,,okofine_cuisine,,NJ,,,,Trifecta platter,,special,,,high,['caption'],,https://www.instagram.com/p/DRX-yBkkUPY/,https://www.instagram.com/p/DRX-yBkkUPY/,,CDN URL - expires after few hours/days,okofine_cuisine,https://www.instagram.com/okofine_cuisine/,Cliff Mills,False,0,2025-11-22T21:59:54+00:00,2025-11-28T14:34:38.449975,False,,"Trifecta platter 

Thanksgiving special!! "
Kwanzaa 365: Kinara Lighting Ceremony,2025-12-23,Tuesday,14:00,17:00,Trenton City Hall Atrium,Trenton,NJ,Central,319 East State St.,,"Come join us and the Smith Family Foundation on Tuesday, December 23 for the Kwanzaa 365: Kinara Lighting Ceremony at Trenton City Hall Atrium (319 East State St.) from 2:00pm - 5:00pm. The lighting of the Kinara will take place outside next to the front steps of City Hall followed by musical and dance performances in the atrium. Arts and crafts as well as STEM activities will be also be available in the Recreation conference room and refreshments will be provided! Come celebrate the holiday season with us!!",,ceremony,,,high,['caption'],,https://www.instagram.com/p/DRQF2F2gVBw/,https://www.instagram.com/p/DRQF2F2gVBw/,,CDN URL - expires after few hours/days,funtrenton,https://www.instagram.com/funtrenton/,City of Trenton Parks & Recreation,False,0,2025-11-19T20:27:19+00:00,2025-11-28T14:34:39.778616,False,,"📆Save The Date 📅 

Come join us and the Smith Family Foundation on Tuesday, December 23 for the Kwanzaa 365: Kinara Lighting Ceremony at Trenton City Hall Atrium (319 East State St.) from 2:00pm - 5:00pm. The lighting of the Kinara will take place outside next to the front steps of City Hall followed by musical and dance performances in the atrium. Arts and crafts as well as STEM activities will be also be available in the Recreation conference room and refreshments will be provided! Come celebr "
Turkey Giveaway,2025-11-24,Monday,,,,Trenton,NJ,Central,,,Turkey Giveaway with donations from Mercer Street Friends and the Kapital City Nupes,,giveaway,,,high,['caption'],,https://www.instagram.com/p/DRhl8MFgHbL/,https://www.instagram.com/p/DRhl8MFgHbL/,,CDN URL - expires after few hours/days,funtrenton,https://www.instagram.com/funtrenton/,City of Trenton Parks & Recreation,False,0,2025-11-26T15:34:52+00:00,2025-11-28T14:34:40.969224,False,,"Monday’s Turkey Giveaway was a HUGE success!🦃🦃Thank you to Mercer Street Friends and the Kapital City Nupes for the donations and volunteers who helped make this event run smoothly. We hope you all have a great Thanksgiving!!!!

#FunTrenton
#TurkeyGiveaway
#Thanksgiving "
,2025-11-27,Thursday,,,Vitos Way,,NJ,,,,"$5 shots all night, shuttle bus available.",,party,,,high,['caption'],,https://www.instagram.com/p/DRa7Q1PjDsc/,https://www.instagram.com/p/DRa7Q1PjDsc/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-24T01:26:30+00:00,2025-11-28T14:34:40.983270,False,,This Friday we outside at the blue Thursday we close same offers same time $5 shots all night shuttle bus available tap in🎥🔥🔥🔥🔥🔥🔥 
,2025-11-28,Friday,,,Vitos Way,,NJ,,,,We outside at the blue.,,party,,,high,['caption'],,https://www.instagram.com/p/DRa7Q1PjDsc/,https://www.instagram.com/p/DRa7Q1PjDsc/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-24T01:26:30+00:00,2025-11-28T14:34:40.983287,False,,This Friday we outside at the blue Thursday we close same offers same time $5 shots all night shuttle bus available tap in🎥🔥🔥🔥🔥🔥🔥 
FRIENDSGIVING NIGHTCAP,2025-11-22,Saturday,21:00,02:00,BKS Social,,NJ,,,"Free RSVP 9PM–10PM, Paid Tickets 10PM–2AM","A special FRIENDSGIVING NIGHTCAP with good energy, great people, and soulful sounds. Free RSVP 9PM–10PM (Extended Happy Hour Included). Paid Tickets 10PM–2AM Guaranteed Entry. Sing, dance, and vibe to the soulful sounds curated by @djhollywood__ @aliyahcunn @_djrunwaynelly",@djhollywood__ @aliyahcunn @_djrunwaynelly,party,,,high,['caption'],,https://www.instagram.com/p/DQmiqL8EQEf/,https://www.instagram.com/p/DQmiqL8EQEf/,,CDN URL - expires after few hours/days,moods.and.melodies,https://www.instagram.com/moods.and.melodies/,Moods and Melodies,False,0,2025-11-03T17:11:00+00:00,2025-11-28T14:34:43.807897,False,single,"THE NIGHTCAP: FRIENDSGIVING EDITION

The nights are getting colder, but the vibes are still heating up 🔥 … Join us November 22nd for a special FRIENDSGIVING NIGHTCAP 🍸🥃

Before the family dinners hit, come celebrate with your chosen family — good energy, great people, and soulful sounds all night long.

We’re bringing the Friendsgiving vibes to @bks.social with @moodsandmelodies & @_the.tailoredway for another unforgettable Saturday night linkup.

Rules of Engagement:

🆓 – Free RSVP 9PM–10PM ONL "
,2025-11-28,Friday,,,Vitos Way,,NJ,,,,"Great vibes, great music, great food. Shuttle will be available.",DJ Neptune973 & DJ Noso,party,,,high,['caption'],,https://www.instagram.com/p/DRde5rDDHzN/,https://www.instagram.com/p/DRde5rDDHzN/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-25T01:16:23+00:00,2025-11-28T14:34:46.042689,False,,FRIDAY!!!! We going up great vibes great music great food shuttle will be available I got @djneptune973 & @djnoso outside with me tables and sections contact me for more info see yall friday 🎥🔥🔥🔥🔥🔥🔥 
Thanksgiving Turkey Giveaway,2025-11-24,Monday,12:00,,Unity Square Park,Trenton,NJ,Central,Hamilton Ave & Chestnut Ave,,Turkey giveaway. Bring your own bags. Only one turkey per family. Begins at 12:00pm until all turkeys are gone.,,giveaway,all ages,,high,['caption'],,https://www.instagram.com/p/DRAdqTxgYuj/,https://www.instagram.com/p/DRAdqTxgYuj/,,CDN URL - expires after few hours/days,funtrenton,https://www.instagram.com/funtrenton/,City of Trenton Parks & Recreation,False,0,2025-11-13T18:47:35+00:00,2025-11-28T14:34:46.313858,False,,"SAVE THE DATE 📅 

On Monday, November 24th we will be hosting our 2025 Thanksgiving Turkey Giveaway🦃. This year we will have THREE locations:

📍Unity Square Park (Hamilton Ave & Chestnut Ave)
📍West Ward Recreation Center (351 Prospect St.)
📍George Page Park (North Clinton Ave & Lawerence St.) 

The giveaway will begin at 12:00pm at each location until all turkeys are gone. We are asking that everyone brings their own bags for the turkeys. Only one turkey per family! 

#FunTrenton
#2025TrentonTur "
Thanksgiving Turkey Giveaway,2025-11-24,Monday,12:00,,West Ward Recreation Center,Trenton,NJ,Central,351 Prospect St.,,Turkey giveaway. Bring your own bags. Only one turkey per family. Begins at 12:00pm until all turkeys are gone.,,giveaway,all ages,,high,['caption'],,https://www.instagram.com/p/DRAdqTxgYuj/,https://www.instagram.com/p/DRAdqTxgYuj/,,CDN URL - expires after few hours/days,funtrenton,https://www.instagram.com/funtrenton/,City of Trenton Parks & Recreation,False,0,2025-11-13T18:47:35+00:00,2025-11-28T14:34:46.313885,False,,"SAVE THE DATE 📅 

On Monday, November 24th we will be hosting our 2025 Thanksgiving Turkey Giveaway🦃. This year we will have THREE locations:

📍Unity Square Park (Hamilton Ave & Chestnut Ave)
📍West Ward Recreation Center (351 Prospect St.)
📍George Page Park (North Clinton Ave & Lawerence St.) 

The giveaway will begin at 12:00pm at each location until all turkeys are gone. We are asking that everyone brings their own bags for the turkeys. Only one turkey per family! 

#FunTrenton
#2025TrentonTur "
Thanksgiving Turkey Giveaway,2025-11-24,Monday,12:00,,George Page Park,Trenton,NJ,Central,North Clinton Ave & Lawerence St.,,Turkey giveaway. Bring your own bags. Only one turkey per family. Begins at 12:00pm until all turkeys are gone.,,giveaway,all ages,,high,['caption'],,https://www.instagram.com/p/DRAdqTxgYuj/,https://www.instagram.com/p/DRAdqTxgYuj/,,CDN URL - expires after few hours/days,funtrenton,https://www.instagram.com/funtrenton/,City of Trenton Parks & Recreation,False,0,2025-11-13T18:47:35+00:00,2025-11-28T14:34:46.313895,False,,"SAVE THE DATE 📅 

On Monday, November 24th we will be hosting our 2025 Thanksgiving Turkey Giveaway🦃. This year we will have THREE locations:

📍Unity Square Park (Hamilton Ave & Chestnut Ave)
📍West Ward Recreation Center (351 Prospect St.)
📍George Page Park (North Clinton Ave & Lawerence St.) 

The giveaway will begin at 12:00pm at each location until all turkeys are gone. We are asking that everyone brings their own bags for the turkeys. Only one turkey per family! 

#FunTrenton
#2025TrentonTur "
Friday event with $5 shots,2025-11-28,Friday,,,,,NJ,,,$5,$5 shots all night,,party,,,high,['caption'],,https://www.instagram.com/p/DRiUtPUjcBD/,https://www.instagram.com/p/DRiUtPUjcBD/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-26T22:23:31+00:00,2025-11-28T14:34:47.058806,False,,We at the blue on a Friday which means no work the next day we outside $5 shots all night tomorrow the last day for pre sale bottles 🎥🔥🔥🔥🔥🔥🔥 
Pre sale bottles last day,2025-11-27,Thursday,,,,,NJ,,,,Last day for pre sale bottles,,,,,high,['caption'],,https://www.instagram.com/p/DRiUtPUjcBD/,https://www.instagram.com/p/DRiUtPUjcBD/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-26T22:23:31+00:00,2025-11-28T14:34:47.058827,False,,We at the blue on a Friday which means no work the next day we outside $5 shots all night tomorrow the last day for pre sale bottles 🎥🔥🔥🔥🔥🔥🔥 
FLAVA IN YA EAR: R&B AND HIP HOP BINGO,2025-12-03,Wednesday,19:00,22:00,Life After Restaurant & Lounge,Edgewater,NJ,North,"190 River Road, Edgewater, NJ 07020",,"Grown & sexy vibes, good people, and your favorite hits while you play to win","MC by Shevy, DJ by DJ Tragedy",bingo,,,high,['caption'],,https://www.instagram.com/p/DRU_Ak6jv5W/,https://www.instagram.com/p/DRU_Ak6jv5W/,,CDN URL - expires after few hours/days,justasia,https://www.instagram.com/justasia/,Sha-Asia Jerez New Jersey Realtor 🇭🇹🇨🇺🇹🇹,False,0,2025-11-21T18:04:36+00:00,2025-11-28T14:34:50.123394,False,,"FLAVA IN YA EAR: R&B AND HIP HOP BINGO 🎶
After Work Wednesday is BACK 🔥
Grown & sexy vibes, good people, and your favorite hits while you play to win

🎤 MC by Shevy
🎧 DJ by DJ Tragedy
🏠 Hosted by Sha-Asia Jerez (Jean-Jerez Homes)

📍 Life After Restaurant & Lounge
Inside The Metropolitan, 2nd Floor
190 River Road, Edgewater, NJ 07020
🗓 Wednesday, December 3rd | 7PM–10PM
🕗 RSVP honored until 8PM — don’t be late

#RAndBBingo #AfterWorkVibes #JeanJerezHomes #EdgewaterEvents #GrownAndSexyNJ
NJNighter "
NFL & BRUNCH,2025-11-23,Sunday,,,Tinjune Sportslounge,,NJ,,,,NFL & Brunch,"Siriusxmfly, DJ Tragedy",brunch,,,high,['caption'],,https://www.instagram.com/p/DRZq9g_DiVB/,https://www.instagram.com/p/DRZq9g_DiVB/,,CDN URL - expires after few hours/days,djtragedy,https://www.instagram.com/djtragedy/,Tragedy Getintuned,False,0,2025-11-23T13:44:48+00:00,2025-11-28T14:34:50.784061,False,,TODAY NFL & BRUNCH  @tinjunesportslounge MUSIC BY @siriusxmfly @djtragedy 
Deck the Halls,2025-11-22,Saturday,18:30,22:00,MAM Montclair,Montclair,NJ,North,,,"Celebrate the holiday season with an evening of festive cheer, food, and fun. This year’s Deck the Halls honors two remarkable changemakers whose dedication has transformed our community: Toni’s Kitchen, a lifeline for Essex County’s underserved, and Deborah Jeanne Hirsch, whose decades of volunteer leadership have strengthened Montclair’s cultural and civic life.
Guests are invited to don festive cocktail attire and enjoy an elegant evening of live music, a cocktail reception, and a spirited live auction.",,party,,,high,['caption'],,https://www.instagram.com/p/DRAKERNjcSF/,https://www.instagram.com/p/DRAKERNjcSF/,,CDN URL - expires after few hours/days,experiencemontclair,https://www.instagram.com/experiencemontclair/,Experience Montclair,False,0,2025-11-13T15:56:22+00:00,2025-11-28T14:34:53.537202,False,single,"Van Vleck House & Gardens invites the community to Deck the Halls—this year at an exciting new location!

Celebrate the holiday season with an evening of festive cheer, food, and fun. This year’s Deck the Halls honors two remarkable changemakers whose dedication has transformed our community: Toni’s Kitchen, a lifeline for Essex County’s underserved, and Deborah Jeanne Hirsch, whose decades of volunteer leadership have strengthened Montclair’s cultural and civic life. The celebration will be hel "
House Vibes & R&B,2025-12-03,Wednesday,17:00,20:00,City Lounge,,NJ,,,free,House vibes & R&B after work drink specials,,party,,,high,['caption'],,https://www.instagram.com/p/DRASGXLkZIs/,https://www.instagram.com/p/DRASGXLkZIs/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-13T17:06:33+00:00,2025-11-28T14:34:55.220763,False,weekly,Starting dec.3rd every Wednesday we at city lounge for the house vibes & R&B after work drink specials from 5-8pm free entry all night pull up and come through for the great vibes tell the whole family see yall soon🎥🔥🔥🔥🔥🔥 
House Vibes & R&B,2025-12-10,Wednesday,17:00,20:00,City Lounge,,NJ,,,free,House vibes & R&B after work drink specials,,party,,,high,['caption'],,https://www.instagram.com/p/DRASGXLkZIs/,https://www.instagram.com/p/DRASGXLkZIs/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-13T17:06:33+00:00,2025-11-28T14:34:55.220784,False,weekly,Starting dec.3rd every Wednesday we at city lounge for the house vibes & R&B after work drink specials from 5-8pm free entry all night pull up and come through for the great vibes tell the whole family see yall soon🎥🔥🔥🔥🔥🔥 
House Vibes & R&B,2025-12-17,Wednesday,17:00,20:00,City Lounge,,NJ,,,free,House vibes & R&B after work drink specials,,party,,,high,['caption'],,https://www.instagram.com/p/DRASGXLkZIs/,https://www.instagram.com/p/DRASGXLkZIs/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-13T17:06:33+00:00,2025-11-28T14:34:55.220812,False,weekly,Starting dec.3rd every Wednesday we at city lounge for the house vibes & R&B after work drink specials from 5-8pm free entry all night pull up and come through for the great vibes tell the whole family see yall soon🎥🔥🔥🔥🔥🔥 
House Vibes & R&B,2025-12-24,Wednesday,17:00,20:00,City Lounge,,NJ,,,free,House vibes & R&B after work drink specials,,party,,,high,['caption'],,https://www.instagram.com/p/DRASGXLkZIs/,https://www.instagram.com/p/DRASGXLkZIs/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-13T17:06:33+00:00,2025-11-28T14:34:55.220823,False,weekly,Starting dec.3rd every Wednesday we at city lounge for the house vibes & R&B after work drink specials from 5-8pm free entry all night pull up and come through for the great vibes tell the whole family see yall soon🎥🔥🔥🔥🔥🔥 
House Vibes & R&B,2025-12-31,Wednesday,17:00,20:00,City Lounge,,NJ,,,free,House vibes & R&B after work drink specials,,party,,,high,['caption'],,https://www.instagram.com/p/DRASGXLkZIs/,https://www.instagram.com/p/DRASGXLkZIs/,,CDN URL - expires after few hours/days,myboyvito_,https://www.instagram.com/myboyvito_/,Vitos Way,False,0,2025-11-13T17:06:33+00:00,2025-11-28T14:34:55.220833,False,weekly,Starting dec.3rd every Wednesday we at city lounge for the house vibes & R&B after work drink specials from 5-8pm free entry all night pull up and come through for the great vibes tell the whole family see yall soon🎥🔥🔥🔥🔥🔥 
Afrobeats & amapiano party,,,,,The Origin Restaurant and Lounge,Newark,NJ,North,"257 Clinton Ave., Newark, NJ",,"Enjoy some great food, drinks and listen to your fav Afrobeats & amapiano Songs brought to you by the hottest djs in the tristate NJ/NY",,party,,,high,['caption'],,https://www.instagram.com/p/DAt-FSGO805/,https://www.instagram.com/p/DAt-FSGO805/,,CDN URL - expires after few hours/days,cremetruck,https://www.instagram.com/cremetruck/,CREMETRUCK,False,0,2024-10-04T22:04:59+00:00,2025-11-28T14:34:55.421056,False,,"JERSEY!!! You’re gonna want to add this one to your list🙌🏾

Want to enjoy some great food, drinks and listen to your fav Afrobeats & amapiano Songs brought to you by the hottest djs in the tristate NJ/NY 

Then Run 🏃🏾‍♀️ don’t walk to @the_origin_lounge

🇳🇬

🍗

🍲

🍹

💨
LOCATION 📍:
The Origin Restaurant and Lounge
257 Clinton Ave.,
Newark.,NJ

#nigeriancuisine #viralvideos #explore #reels #thingstodoinnj #afrobeats #njfood #njeats 
#origin #originvibes #theoriginlounge #vibes #naija #newarknj #nj "
Open Play,2025-11-29,Saturday,,,Onyx Tennis Club,Jersey City,NJ,North,,,Open play Saturdays,,tennis,,,high,['caption'],,https://www.instagram.com/p/DRcoXyHgJ7I/,https://www.instagram.com/p/DRcoXyHgJ7I/,,CDN URL - expires after few hours/days,onyxtennis,https://www.instagram.com/onyxtennis/,Onyx Tennis Club,False,0,2025-11-24T17:36:28+00:00,2025-11-28T14:34:57.465408,False,,"Nothing better than open play Saturdays with the crew! Tag an Onyx member you spot in the comments 👀

#fyp #tennis #usta #ustaeastern #community #fitness #education #fun #growthegame #outside #onyxtennisclub #nyctennis #njtennis #hudsoncountyparks #jerseycity "
Thanksgiving experience,2025-11-27,Thursday,,,The Origin Restaurant & Lounge,,NJ,,,,"Give thanks, share laughter, and savor an unforgettable Thanksgiving experience at The Origin Restaurant & Lounge.",,party,,,high,['caption'],,https://www.instagram.com/p/DRcMD13iIof/,https://www.instagram.com/p/DRcMD13iIof/,,CDN URL - expires after few hours/days,the_origin_lounge,https://www.instagram.com/the_origin_lounge/,The Origin Restaurant & Lounge,False,0,2025-11-24T13:13:06+00:00,2025-11-28T14:34:57.708071,False,,"Give thanks, share laughter, and savor an unforgettable Thanksgiving experience at The Origin Restaurant & Lounge. "
REDDOORFRIDAYS,2025-11-21,Friday,,,Black Oyster Co,,NJ,,,,,"DJ Tragedy, Siriusxmfly",party,,,high,['caption'],,https://www.instagram.com/p/DRUrA2Cjlyx/,https://www.instagram.com/p/DRUrA2Cjlyx/,,CDN URL - expires after few hours/days,djtragedy,https://www.instagram.com/djtragedy/,Tragedy Getintuned,False,0,2025-11-21T15:09:04+00:00,2025-11-28T14:35:00.385850,False,,TONIGHT #REDDOORFRIDAYS @blackoysterco w/ @siriusxmfly @djtragedy 
Lunch with a view,2025-11-15,Saturday,,,Martell’s Tiki Bar,,NJ,South,,,Indoor bar & grill open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!,,food/drink,,,high,['caption'],,https://www.instagram.com/p/DRFKpoDEZra/,https://www.instagram.com/p/DRFKpoDEZra/,,CDN URL - expires after few hours/days,martells_tikibar,https://www.instagram.com/martells_tikibar/,Martell’s Tiki Bar,False,0,2025-11-15T14:37:40+00:00,2025-11-28T14:35:03.493606,False,,"Lunch with a view — no matter the season! 🌊
Our indoor bar & grill is open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!🍹 "
Lunch with a view,2025-11-16,Sunday,,,Martell’s Tiki Bar,,NJ,South,,,Indoor bar & grill open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!,,food/drink,,,high,['caption'],,https://www.instagram.com/p/DRFKpoDEZra/,https://www.instagram.com/p/DRFKpoDEZra/,,CDN URL - expires after few hours/days,martells_tikibar,https://www.instagram.com/martells_tikibar/,Martell’s Tiki Bar,False,0,2025-11-15T14:37:40+00:00,2025-11-28T14:35:03.493629,False,,"Lunch with a view — no matter the season! 🌊
Our indoor bar & grill is open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!🍹 "
Lunch with a view,2025-11-22,Saturday,,,Martell’s Tiki Bar,,NJ,South,,,Indoor bar & grill open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!,,food/drink,,,high,['caption'],,https://www.instagram.com/p/DRFKpoDEZra/,https://www.instagram.com/p/DRFKpoDEZra/,,CDN URL - expires after few hours/days,martells_tikibar,https://www.instagram.com/martells_tikibar/,Martell’s Tiki Bar,False,0,2025-11-15T14:37:40+00:00,2025-11-28T14:35:03.493640,False,,"Lunch with a view — no matter the season! 🌊
Our indoor bar & grill is open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!🍹 "
Lunch with a view,2025-11-23,Sunday,,,Martell’s Tiki Bar,,NJ,South,,,Indoor bar & grill open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!,,food/drink,,,high,['caption'],,https://www.instagram.com/p/DRFKpoDEZra/,https://www.instagram.com/p/DRFKpoDEZra/,,CDN URL - expires after few hours/days,martells_tikibar,https://www.instagram.com/martells_tikibar/,Martell’s Tiki Bar,False,0,2025-11-15T14:37:40+00:00,2025-11-28T14:35:03.493649,False,,"Lunch with a view — no matter the season! 🌊
Our indoor bar & grill is open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!🍹 "
Lunch with a view,2025-11-29,Saturday,,,Martell’s Tiki Bar,,NJ,South,,,Indoor bar & grill open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!,,food/drink,,,high,['caption'],,https://www.instagram.com/p/DRFKpoDEZra/,https://www.instagram.com/p/DRFKpoDEZra/,,CDN URL - expires after few hours/days,martells_tikibar,https://www.instagram.com/martells_tikibar/,Martell’s Tiki Bar,False,0,2025-11-15T14:37:40+00:00,2025-11-28T14:35:03.493659,False,,"Lunch with a view — no matter the season! 🌊
Our indoor bar & grill is open and ready to serve you every weekend in November. Grab lunch and enjoy the boardwalk!🍹 "
