INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,PROCESSED TIMESTAMP
BRICKNKULTURE,CAFÉ AFTER DARK - LIVE MUSIC SESSION,2026-02-26,7:00 PM,THE CULTURAL COLLECTIVE CAFE AND BRICKNKULTURE EVENT SPACE,WOODBURY,SOUTH,EXPERIENCE AN UNFORGETTABLE NIGHT OF LIVE MUSIC AND AUTHENTIC ARTISTRY AT CAFÉ AFTER DARK!,https://www.instagram.com/p/DU6ACUADvhd/,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/639513457_4245472532434043_6438250503059205259_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFvF_mJalP5hkDl9R74sm0nyEB55lq9QbbbQLvIneiFgQbKF5NzLp7zk4PWAiQIfh4&_nc_ohc=eQtK2eCZk5kQ7kNvwF71j5r&_nc_gid=M-tioep6EctQSR4MPIbtRA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftmbBdQeMD5DRfmShKMDY8WVSX0frl_izQ6k5JmPZ5RVw&oe=699CF539&_nc_sid=10d13b,https://www.instagram.com/p/DU6ACUADvhd/,https://www.instagram.com/bricknkulture/,LIVE MUSIC,BRICKNKULTURE EVENT SPACE,"CAFÉ AFTER DARK CREATES A DYNAMIC COMMUNITY EXPERIENCE WHERE THE VIBRANT ENERGY OF LIVE MUSIC COMES TO LIFE THROUGH TALENTED LOCAL ARTISTS. JOIN US FOR AN UNFORGETTABLE EVENING DESIGNED TO SPOTLIGHT AUTHENTIC ARTISTRY IN AN INTIMATE, CAFÉ-STYLE SETTING. AFTER HOURS, THE SPACE TRANSFORMS INTO A CREATIVE HUB WHERE PERFORMERS TAKE THE STAGE, SHARING LIVE MUSIC AND POWERFUL ARTISTIC EXPRESSION. THE COFFEE SHOP WILL BE OPEN AND IT IS BYOB.",,,0.9,3835378191574169693,True,False,2026-02-19 15:11:45
CULTR.CULTR,CULTR AT KEEPERS,2026-02-19,7:00 PM,KEEPERS RESTAURANT,HARRISON,NORTH,"EXPERIENCE AFRO HOUSE, AMAPIANO, LATIN HOUSE, AND R&B WITH COFFEE CULTURE AND COCKTAILS AT KEEPERS!",https://www.instagram.com/p/DUoI53qDtJk/,https://scontent-den2-1.cdninstagram.com/v/t51.2885-15/631468951_881418054705022_8656259367425346624_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QG-MmD8siGyZJZn7LUCIh6ehRYKN2hsuwJhnw_6Vq2_iuDhSN7yPkNX4UuWCuOjk-Q&_nc_ohc=_2ri-ytAUGEQ7kNvwHz69Ib&_nc_gid=vs96e1ryQx7NoKWws0k_dg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftmbWdwndBw0Ed8rb7OEQhWWnnLlkqgSVVFPjaEojJHRg&oe=699CF506&_nc_sid=10d13b,https://www.instagram.com/p/DUoI53qDtJk/,https://www.instagram.com/cultr.cultr/,MUSIC,CULTR,"RETURNING TO KEEPERS WITH INTENTION. NEW CHAPTER. SAME MOVEMENT. THE EXPERIENCE INCLUDES AFRO HOUSE, AMAPIANO, LATIN HOUSE, R&B, COFFEE CULTURE MEETS COCKTAIL HOUR, AND AN ELEVATED AFTER-DARK AMBIANCE. MOVEMENT DRIVEN BY MUSIC.",,,0.9,3830350644222284388,True,False,2026-02-19 15:11:45
CROOKEDSTEW,WITCHY WOMAN,2026-02-07,,RIVER OF BEER,BLOOMINGDALE,NORTH,CATCH THE ELECTRIFYING PERFORMANCE OF WITCHY WOMAN!,https://www.instagram.com/p/DUlx2s9kZcs/,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/630471178_17935119042172962_407759807926953465_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGpofA0rD__4WLcL-SHxT_UTLSduRVG7j8t-wHEU15A0moJOl8pboqI6Q-lr35Kr5g&_nc_ohc=QKuE2X9MRIcQ7kNvwFcUl4_&_nc_gid=hCbkaHa2j3QMCPkyJOJfMg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftZVzldXXwznq3i9Ye5kpYSyhtTVXDeGPhW5B8jFqk8vA&oe=699D0812&_nc_sid=10d13b,https://www.instagram.com/p/DUlx2s9kZcs/,https://www.instagram.com/crookedstew/,MUSIC,CROOKED STEW,WITCHY WOMAN PERFORMANCE FROM THE DEBUT AT RIVER OF BEER.,WITCHY WOMAN,,0.9,3829686321556854572,True,False,2026-02-19 15:11:45
ARTSGARAGEAC,CAMP BOARDWALK: ATLANTIC CITY DURING WORLD WAR II EXHIBIT GUIDED TOUR,2026-03-04,12:30 PM,NOYES ARTS GARAGE OF STOCKTON UNIVERSITY,ATLANTIC CITY,SOUTH,EXPLORE ATLANTIC CITY'S WWII HISTORY AND THE VITAL ROLE OF WOMEN IN DEFENSE EFFORTS DURING A FREE GUIDED TOUR!,https://www.instagram.com/p/DUjX8EdEzb8/,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/630205463_18563745472031047_6221731189862359085_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QESzg6LXLXCUH2Bwxib1f-hiVJpdREEzMtyC2RLyPzhZknBvPDd4J2D9X7wGFzUt3I&_nc_ohc=VYdJGxxV1isQ7kNvwHwk-rs&_nc_gid=R1TE1o-MVj4Taez1nvq12Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXtv22LQak3XAJczvIQgKxu5jN1Ca80evReWswxUODCw&oe=699CD985&_nc_sid=10d13b,https://www.instagram.com/p/DUjX8EdEzb8/,https://www.instagram.com/artsgarageac/,GUIDED TOUR,NOYES ARTS GARAGE,"JOIN CURATOR DR. PATRICIA CHAPPINE FOR A GUIDED TOUR OF THE CAMP BOARDWALK: ATLANTIC CITY DURING WORLD WAR II EXHIBIT, WITH A SPECIAL FOCUS ON THE WOMEN WHO CONTRIBUTED TO THE WARTIME DEFENSE EFFORT. INCLUDES LIVE Q&A WITH THE CURATOR.",DR. PATRICIA CHAPPINE,FREE,0.9,3829009391216178940,True,True,2026-02-19 15:11:45
ARTSGARAGEAC,CAMP BOARDWALK: ATLANTIC CITY DURING WORLD WAR II EXHIBIT GUIDED TOUR,2026-03-27,12:30 PM,NOYES ARTS GARAGE OF STOCKTON UNIVERSITY,ATLANTIC CITY,SOUTH,EXPLORE ATLANTIC CITY'S WWII HISTORY AND THE VITAL ROLE OF WOMEN IN DEFENSE EFFORTS DURING A FREE GUIDED TOUR!,https://www.instagram.com/p/DUjX8EdEzb8/,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/630205463_18563745472031047_6221731189862359085_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QESzg6LXLXCUH2Bwxib1f-hiVJpdREEzMtyC2RLyPzhZknBvPDd4J2D9X7wGFzUt3I&_nc_ohc=VYdJGxxV1isQ7kNvwHwk-rs&_nc_gid=R1TE1o-MVj4Taez1nvq12Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXtv22LQak3XAJczvIQgKxu5jN1Ca80evReWswxUODCw&oe=699CD985&_nc_sid=10d13b,https://www.instagram.com/p/DUjX8EdEzb8/,https://www.instagram.com/artsgarageac/,GUIDED TOUR,NOYES ARTS GARAGE,"JOIN CURATOR DR. PATRICIA CHAPPINE FOR A GUIDED TOUR OF THE CAMP BOARDWALK: ATLANTIC CITY DURING WORLD WAR II EXHIBIT, WITH A SPECIAL FOCUS ON THE WOMEN WHO CONTRIBUTED TO THE WARTIME DEFENSE EFFORT. INCLUDES LIVE Q&A WITH THE CURATOR.",DR. PATRICIA CHAPPINE,FREE,0.9,3829009391216178940,True,True,2026-02-19 15:11:45
BRICKCITYRUNCLUB,VALENTINE'S DAY EDITION OF SATURDAY MORNING MOVEMENT,2026-02-15,8:00 AM,BRANCH BROOK PARK (CHERRY BLOSSOM CTR),NEWARK,NORTH,"KICK OFF VALENTINE'S DAY WITH A 5K, 10K, OR GROUP WALK AND POST-RUN TREATS!",https://www.instagram.com/p/DUltsNQieS7/,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/626361764_18092484481961427_8715665232234996260_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QEAZTTFY_vPmiFzYwWUHLVQSskcflZIKw10DPo9mdXcu_fAveB22zR_Mp3LMWbYiKQ&_nc_ohc=usqRh6O6TQ8Q7kNvwGkiZkw&_nc_gid=6fdB3xevm_s0ZzoFCzyxEQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuwzFfoIl00SyTJTwRyiA4Mu8thSIHXZeNHp3sgia_roA&oe=699CED2C&_nc_sid=10d13b,https://www.instagram.com/p/DUltsNQieS7/,https://www.instagram.com/brickcityrunclub/,MOVEMENT EVENT,,"VALENTINE'S DAY EDITION OF SATURDAY MORNING MOVEMENT FEATURING A 5K, 10K, OR GROUP WALK. REFRESHMENTS AND SURPRISES PROVIDED BY @ALPHAFITCLUB.NEWARK. DRESS IN RED. BRING A DATE OR MEET SOMEONE NEW.",,FREE,5,3829668008134567099,True,False,2026-02-19 15:11:45
BLENDEDFLAVORS,VALENTINE'S WEEKEND BOTTOMLESS BRUNCH,2026-02-15,,BLENDED FLAVORS LLC,LINDEN,CENTRAL,DON'T MISS THE $25 BOTTOMLESS BRUNCH THIS VALENTINE'S WEEKEND!,https://www.instagram.com/p/DUvtmRCDotj/,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/636965777_18361029748201536_38371487141482992_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QHg-aaTdKBqXOJatNtac3EqMF6td0tP2roBezxEMY-0SKN5aRNY-_vHU8qtonCwEVM&_nc_ohc=3M03EdzpMbYQ7kNvwHqTz0r&_nc_gid=HsaUJFGtjpYY6QPhqX32bg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftRjShnDV6LQEB3isxJzKqOlfgak3wKjdg8Oo4XGrrtcQ&oe=699D08BF&_nc_sid=10d13b,https://www.instagram.com/p/DUvtmRCDotj/,https://www.instagram.com/blendedflavors/,BRUNCH,BLENDED FLAVORS RESTAURANT,$25 BOTTOMLESS BRUNCH.,,$25,0.8,3832482349636815715,True,False,2026-02-19 15:11:45
BLENDEDFLAVORS,VALENTINE'S WEEKEND BOTTOMLESS BRUNCH,2026-02-14,,BLENDED FLAVORS LLC,LINDEN,CENTRAL,DON'T MISS THE $25 BOTTOMLESS BRUNCH THIS VALENTINE'S WEEKEND!,https://www.instagram.com/p/DUvtmRCDotj/,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/636965777_18361029748201536_38371487141482992_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QHg-aaTdKBqXOJatNtac3EqMF6td0tP2roBezxEMY-0SKN5aRNY-_vHU8qtonCwEVM&_nc_ohc=3M03EdzpMbYQ7kNvwHqTz0r&_nc_gid=HsaUJFGtjpYY6QPhqX32bg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftRjShnDV6LQEB3isxJzKqOlfgak3wKjdg8Oo4XGrrtcQ&oe=699D08BF&_nc_sid=10d13b,https://www.instagram.com/p/DUvtmRCDotj/,https://www.instagram.com/blendedflavors/,BRUNCH,BLENDED FLAVORS RESTAURANT,$25 BOTTOMLESS BRUNCH.,,$25,0.8,3832482349636815715,True,False,2026-02-19 15:11:45
BRICK_CITY_BITE,ENGAGEMENT CELEBRATION,2019-03-01,,,,,COMMEMORATE SPECIAL MOMENTS WITH EXQUISITE FRENCH CUISINE!,https://www.instagram.com/p/DU8SvVeiaOr/,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/620947966_17908281072305907_413141836209325642_n.heic?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHCtTSVOxoPCawNLyXN7ukF5p7Ucv_h_xZYUvb2sgZvwCUhO_cLbxNv04gaSA5WAqk&_nc_ohc=X1At8hJOjEAQ7kNvwEB6iFB&_nc_gid=A81docrny6KfbalAcJLi2Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aft-okLhq-zuLB3w63VOBFeLjahVgcSWpCib9PB_qleFVw&oe=699CF1D0&_nc_sid=10d13b,https://www.instagram.com/p/DU8SvVeiaOr/,https://www.instagram.com/brick_city_bite/,CELEBRATION,BRICK CITY BITE,"RED WINE BRAISED SHORT RIB, ESCAOUTOUN (GROUND CORN MEAL PORRIDGE), BLENDED PERSILLADE SAUCE, PEARL ONIONS, AND CANDIED ORANGE PEEL. A ONE OF A KIND DISH TO CELEBRATE A SPECIAL MOMENT IN LIFE.",,,1,3836023400326341547,False,False,2026-02-19 15:11:45
AMANDA_AUBLE,PORTRAIT WORKSHOP,2026-03-01,,,,,GET READY FOR A CREATIVE PORTRAIT WORKSHOP THIS MARCH!,https://www.instagram.com/p/DUwiL3Kj-RM/,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/630219804_18361118032204230_6849199740475694940_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFon7d7nAlxmsMhALyyV2YisaHchxSDZZJlChhi1NiHy-0J8DiSygo3A7X2r6HdBQk&_nc_ohc=w_Rlt5Xuin4Q7kNvwHLFU_5&_nc_gid=kEuCZSS1EkuXz5-O6gjOYw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvnyQWUFLl5LYRxvoFeGnIg3Yi9iWPT0yzO5wUQeGUucQ&oe=699CD7AB&_nc_sid=10d13b,https://www.instagram.com/p/DUwiL3Kj-RM/,https://www.instagram.com/amanda_auble/,WORKSHOP,AMANDA AUBLE,MARCH PORTRAIT WORKSHOP DATES COMING SOON!,,,0.7,3832713631620916300,False,False,2026-02-19 15:11:45
DJMASTERRICH,BUDS & BUBBLY SOCIAL SOIREE,2026-02-16,7:00 PM,SECRET LOCATION,PHILADELPHIA,,EXPERIENCE THE HIGHEST VIBES AT THE BUDS & BUBBLY SOCIAL SOIREE!,https://www.instagram.com/p/DUdkMoNEXsQ/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/627597329_18563280559020834_2175566616651896059_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEttlrrZWfJ4f56nOkLceZwJVQWbg6oo1lNalrXA--yd1pXU7EakblI29FMevtBqgU&_nc_ohc=w4juvSTJi3EQ7kNvwHCBTCP&_nc_gid=MedFmWSNAuC3rOcI9fDyWA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsydA_3Bz9zIOct8vVabOLUDmUJn5HyGzJSktqhjuYaHw&oe=699CE6CD&_nc_sid=10d13b,https://www.instagram.com/p/DUdkMoNEXsQ/,https://www.instagram.com/djmasterrich/,SOCIAL SOIREE,⠀⠀⠀⠀⠀⠀⠀           RICHARD HOSEIN,"AN ELEVATED EXPERIENCE CURATED FOR ADULTS 25+ WITH AN OPEN BAR, CHEF PREPARED FOOD À LA CARTÈ, AND THE HIGHEST VIBES. SECRET LOCATION IS ONLY SENT TO TICKET HOLDERS 24 HOURS PRIOR TO THE EVENT.",@DJMASTERRICH,,0.9,3827374455811832592,True,False,2026-02-19 15:11:45
1LIFECOLLECTIVE,NEW EPISODE DROP,2026-02-19,,,,,"DIVE INTO OUR LATEST PODCAST EPISODE ON FAITH, BURNOUT, AND PERSONAL TESTIMONIES!",https://www.instagram.com/p/DU8VLuuDXe7/,https://scontent-mia5-1.cdninstagram.com/v/t51.2885-15/632275385_1873600633291984_5557560428513221840_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEYNNGs6UH0rkRLwWfxOzjMHrsw6IcduCnE0yOUzLZisKcOe-edOE_SFeJ-mQzmnOc&_nc_ohc=-9T6aRjUQG8Q7kNvwHs361U&_nc_gid=7g_nwLRdP9NMi4Z8-k2jTg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfutPE77YDI0UqeM7flhadCHXtoZ1dIMxOMb4oSqO9MdgA&oe=699CD5EB&_nc_sid=10d13b,https://www.instagram.com/p/DU8VLuuDXe7/,https://www.instagram.com/1lifecollective/,PODCAST,1LIFECOLLECTIVE,"NEW EPISODE OUT RIGHT NOW! DIVE DEEP INTO OUR RELATIONSHIP WITH GOD, CHURCH BURNOUT AND RECONNECTION AND POWERFUL PERSONAL TESTIMONIES.",,,0.9,3836034147668555707,True,False,2026-02-19 15:11:45
1LIFECOLLECTIVE,TESTIMONY BY WILL FANTROY,2026-02-20,8:00 AM,,,,HEAR WILL FANTROY'S INCREDIBLE TESTIMONY THIS THURSDAY MORNING!,https://www.instagram.com/p/DU4KGCCDXP9/,https://instagram.fshd1-1.fna.fbcdn.net/v/t51.2885-15/628953789_892411240093564_2194099483995675741_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fshd1-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QHVpzwx0GQgZVUqcCdHhCQmA2JgWVJFg4SqvUGRvH1xFtMBp59lZcf7iQfY03RTOW0&_nc_ohc=FoLxXrs3U7MQ7kNvwFx_xpn&_nc_gid=vtBRVnFpNNT3FTTA26Sc-Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuPaqw3feV6SyCV43pmM4_IPAT0VUniEAwCE_aEu6KIDw&oe=699CF1D5&_nc_sid=10d13b,https://www.instagram.com/p/DU4KGCCDXP9/,https://www.instagram.com/1lifecollective/,TESTIMONY,1LIFECOLLECTIVE,WILL FANTROY SHARES HIS INCREDIBLE TESTIMONY.,WILL FANTROY,,1.0,3834859477669868541,True,False,2026-02-19 15:11:45
JAY.MILES1,THE PEOPLE'S WEEKEND: CELEBRATING 100 YEARS OF BLACK HISTORY MONTH,2026-02-27,,LOBBY,,NORTH/CENTRAL/SOUTH,EXPERIENCE THE PEOPLE'S WEEKEND CELEBRATING 100 YEARS OF BLACK HISTORY MONTH!,https://www.instagram.com/p/DUoWBomEePS/,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/627658509_18426710686185697_95662810269559106_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QEU2Shkg_nzjseFcZtguI3HDaN7E12glimkk8rvZrLXadPdnfWs7I7sN5yVygbvWxQ&_nc_ohc=TkEx1IHI0lcQ7kNvwEyLlk3&_nc_gid=l7Ofn96OK5pDt2aUcE06rQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvlotcnXVzYuIIjoqjQ9nxgSgwyEhK6-Zv-MuTr2-7_jQ&oe=699CF7DB&_nc_sid=10d13b,https://www.instagram.com/p/DUoWBomEePS/,https://www.instagram.com/jay.miles1/,CELEBRATION,JAYMILES,"A POWERFUL CELEBRATION OF 100 YEARS OF BLACK HISTORY, FEATURING COORDINATED COLOR THEMED OUTFITS, LINE DANCING, CURATED SOUNDS, AND CONNECTION. BLK AND 50 SHADES OF MELANIN UNITE NORTH AND SOUTH JERSEY FOR A WEEKEND ROOTED IN CULTURE, STYLE AND CURATED ENERGY.",,,0.9,3830408352409707474,True,True,2026-02-19 15:11:45
JAY.MILES1,THE PEOPLE'S WEEKEND: CELEBRATING 100 YEARS OF BLACK HISTORY MONTH,2026-02-28,,LOBBY,,NORTH/CENTRAL/SOUTH,EXPERIENCE THE PEOPLE'S WEEKEND CELEBRATING 100 YEARS OF BLACK HISTORY MONTH!,https://www.instagram.com/p/DUoWBomEePS/,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/627658509_18426710686185697_95662810269559106_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QEU2Shkg_nzjseFcZtguI3HDaN7E12glimkk8rvZrLXadPdnfWs7I7sN5yVygbvWxQ&_nc_ohc=TkEx1IHI0lcQ7kNvwEyLlk3&_nc_gid=l7Ofn96OK5pDt2aUcE06rQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvlotcnXVzYuIIjoqjQ9nxgSgwyEhK6-Zv-MuTr2-7_jQ&oe=699CF7DB&_nc_sid=10d13b,https://www.instagram.com/p/DUoWBomEePS/,https://www.instagram.com/jay.miles1/,CELEBRATION,JAYMILES,"A POWERFUL CELEBRATION OF 100 YEARS OF BLACK HISTORY, FEATURING COORDINATED COLOR THEMED OUTFITS, LINE DANCING, CURATED SOUNDS, AND CONNECTION. BLK AND 50 SHADES OF MELANIN UNITE NORTH AND SOUTH JERSEY FOR A WEEKEND ROOTED IN CULTURE, STYLE AND CURATED ENERGY.",,,0.9,3830408352409707474,True,True,2026-02-19 15:11:45
BLENDEDFLAVORS,VALENTINE'S DAY SPECIAL: CRAB STUFFED SALMON,2026-02-14,,BLENDED FLAVORS LLC,LINDEN,CENTRAL,DON'T MISS OUR DELICIOUS SEAFOOD SPECIAL THIS VALENTINE'S DAY!,https://www.instagram.com/p/DUtp4faDt0P/,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/632323541_798591019196680_2429998536507481752_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QENd9rS2U7YV6S5IBTg8E0lSZ9giLt-wsAhziUgyilhfIt1kaayDw6siozQRhGC5RI&_nc_ohc=dOdAOidYe50Q7kNvwFznhB_&_nc_gid=mAMA_jiLCJZ7-xw9WPw0kg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvUbGJfsipy4eqKWKx3u8Yqi-no-WlOc246VYs7raaFCA&oe=699CF9A1&_nc_sid=10d13b,https://www.instagram.com/p/DUtp4faDt0P/,https://www.instagram.com/blendedflavors/,FOOD SPECIAL,BLENDED FLAVORS RESTAURANT,NEW CRAB STUFFED SALMON TOPPED WITH CAJUN SHRIMP AND DRIZZLED IN HOMEMADE LEMON GARLIC BUTTER.,,,0.8,3831903059882990863,False,False,2026-02-19 15:11:45
CROOKEDSTEW,MIKE DELL'S BIRTHDAY CELEBRATION,2026-02-07,,RIVER OF BEER,,,JOIN US FOR A ROCK AND ROLL BIRTHDAY BASH TONIGHT!,https://www.instagram.com/p/DUd2QkrkQKr/,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/628933240_17934751278172962_8874814616648103804_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEONm4F6knpcHGzAbUFTikiof0tktI8L3rCH6Jj6-LcT4VoR2ZVqqgp_R0amzAFxS4&_nc_ohc=WBdCqawk6HEQ7kNvwFkHtJK&_nc_gid=t2rAvqLNcqeZbormBdCi5A&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afs2h--6AvE1yMQhYKlxeqd1-QBDUeBPrENQVlK0C_iyag&oe=699CFAEF&_nc_sid=10d13b,https://www.instagram.com/p/DUd2QkrkQKr/,https://www.instagram.com/crookedstew/,BIRTHDAY PARTY,CROOKED STEW,"CELEBRATING MR. MIKE DELL'S BIRTHDAY, OUR SLINGER OF THE SIX STRING AND ROCK AND ROLL BROTHER.",MIKE DELL,,0.9,3827453891743646379,True,False,2026-02-19 15:11:45
JERSEYCITYCABARET,DUETS & LOVE SONGS ROUND 2,2026-02-18,7:30 PM,ARTHOUSE PRODUCTIONS,JERSEY CITY,NORTH,GET READY FOR AN UNFORGETTABLE NIGHT OF 'DUETS & LOVE SONGS' THIS WEDNESDAY AT ARTHOUSE PRODUCTIONS!,https://www.instagram.com/p/DU1hOo5iXvg/,https://scontent-mia5-1.cdninstagram.com/v/t51.2885-15/636520591_17911800798313874_1670173549484895464_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QG6os5VoCG3SniUsQBDaQUm_cia4UHSS3GvrFzj0XzePludDUdeyshakzd7jFdUaAw&_nc_ohc=o71d2GqMAOgQ7kNvwG1cdh1&_nc_gid=bcun3P5zyg6ID6IE5kFqOA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvF0knSZ_ygN31aetfe3VIEyfPXktftg4hNi8EY0GU-_Q&oe=699CE550&_nc_sid=10d13b,https://www.instagram.com/p/DU1hOo5iXvg/,https://www.instagram.com/jerseycitycabaret/,MUSIC,THE JERSEY CITY CABARET,"JOIN US FOR ROUND 2 OF OUR DUETS AND LOVE SONGS SHOW, FEATURING A FULL PORTRAIT OF LOVE IN ALL ITS DIFFERENT FORMS, FANTASIES AND FRUSTRATIONS. DOORS OPEN AT 7PM, MUSIC STARTS AT 7:30PM.",,TICKETS CHEAPER WHEN BOUGHT IN ADVANCE,0.9,3834116799298370528,True,False,2026-02-19 15:11:45
PLUSABLE_PR,SAVOR NEWARK PODCAST EPISODE RELEASE,2026-02-19,,,NEWARK,NORTH,DIVE INTO NEWARK'S CULINARY SCENE WITH THE LATEST SAVOR NEWARK PODCAST!,https://www.instagram.com/p/DU8Vnf2DedE/,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/637700922_25808972748724346_4483850680730245171_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QHt040PHmCf17ejPokR9sGDLLxOhd8xblOTV3yclndexb2w3CQDu4kW-VLLeE_cn40&_nc_ohc=iKWTkBtdCSsQ7kNvwHzbe0F&_nc_gid=By_781Bj6tzuT_3HGwld4Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvB4lMVjJFaIyixhlzKkYnv8nQ2jlXWRK2Vzh6wr4qr3g&oe=699CFECB&_nc_sid=10d13b,https://www.instagram.com/p/DU8Vnf2DedE/,https://www.instagram.com/plusable_pr/,PODCAST RELEASE,PLUSABLE,"THE LATEST EPISODE OF THE SAVOR NEWARK PODCAST FEATURES DIGITAL MARKETEER AND FOOD CRITIC RAFAEL ANTONIO GANDOLFF OF @BRICK_CITY_BITE DISCUSSING WHY ""NEWARK IS NEW JERSEY’S FOOD CITY.""",RAFAEL ANTONIO GANDOLFF,,HIGH,3836036055842023236,True,False,2026-02-19 15:11:45
