INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,PROCESSED TIMESTAMP
THEPILLARSNWK,COMEDY,,,NEWARK CLUB,NEWARK,NORTH,GET READY FOR LAUGHTER AND LIBATIONS AT NEWARK CLUB!,https://www.instagram.com/p/DU8iGgeDLqt/,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/639512453_18088206149155914_3007143884507843049_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFVPAXEsQsrbxRc5V2rT6wNg_wlWWs_E3ayQb5htduS6PqdvQOQFOu9d5ur_jhr0og&_nc_ohc=ZFROeyyuexQQ7kNvwE7QSU-&_nc_gid=d02NlM_Sb9oO_amrEegbdA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afvr6r9saZFEhSBhb-45oSw6LDzWWHH7IMM3H0d0woRoLA&oe=69A56C02&_nc_sid=10d13b,https://www.instagram.com/p/DU8iGgeDLqt/,https://www.instagram.com/thepillarsnwk/,COMEDY,THE PILLARS,COMEDY IS ON THE WAY.,,,0.7,3836090963374946989,True,False,2026-02-26 02:59:29
THEPILLARSNWK,LIVE EVENTS,,,NEWARK CLUB,NEWARK,NORTH,EXPERIENCE EXCITING LIVE EVENTS COMING SOON TO NEWARK CLUB!,https://www.instagram.com/p/DU8iGgeDLqt/,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/639512453_18088206149155914_3007143884507843049_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFVPAXEsQsrbxRc5V2rT6wNg_wlWWs_E3ayQb5htduS6PqdvQOQFOu9d5ur_jhr0og&_nc_ohc=ZFROeyyuexQQ7kNvwE7QSU-&_nc_gid=d02NlM_Sb9oO_amrEegbdA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afvr6r9saZFEhSBhb-45oSw6LDzWWHH7IMM3H0d0woRoLA&oe=69A56C02&_nc_sid=10d13b,https://www.instagram.com/p/DU8iGgeDLqt/,https://www.instagram.com/thepillarsnwk/,LIVE PERFORMANCE,THE PILLARS,LIVE EVENTS ARE ON THE WAY.,,,0.7,3836090963374946989,True,False,2026-02-26 02:59:29
THEPILLARSNWK,COCKTAILS,,,NEWARK CLUB,NEWARK,NORTH,SIP ON EXPERTLY CRAFTED COCKTAILS AT NEWARK CLUB!,https://www.instagram.com/p/DU8iGgeDLqt/,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/639512453_18088206149155914_3007143884507843049_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFVPAXEsQsrbxRc5V2rT6wNg_wlWWs_E3ayQb5htduS6PqdvQOQFOu9d5ur_jhr0og&_nc_ohc=ZFROeyyuexQQ7kNvwE7QSU-&_nc_gid=d02NlM_Sb9oO_amrEegbdA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afvr6r9saZFEhSBhb-45oSw6LDzWWHH7IMM3H0d0woRoLA&oe=69A56C02&_nc_sid=10d13b,https://www.instagram.com/p/DU8iGgeDLqt/,https://www.instagram.com/thepillarsnwk/,SOCIAL,THE PILLARS,COCKTAILS ARE ON THE WAY.,,,0.7,3836090963374946989,True,False,2026-02-26 02:59:29
THEPILLARSNWK,WEEKLY EVENTS,,,NEWARK CLUB,NEWARK,NORTH,DON'T MISS THE WEEKLY HAPPENINGS AT NEWARK CLUB!,https://www.instagram.com/p/DU8iGgeDLqt/,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/639512453_18088206149155914_3007143884507843049_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFVPAXEsQsrbxRc5V2rT6wNg_wlWWs_E3ayQb5htduS6PqdvQOQFOu9d5ur_jhr0og&_nc_ohc=ZFROeyyuexQQ7kNvwE7QSU-&_nc_gid=d02NlM_Sb9oO_amrEegbdA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afvr6r9saZFEhSBhb-45oSw6LDzWWHH7IMM3H0d0woRoLA&oe=69A56C02&_nc_sid=10d13b,https://www.instagram.com/p/DU8iGgeDLqt/,https://www.instagram.com/thepillarsnwk/,RECURRING EVENT,THE PILLARS,CHECK OUT THEIR WEEKLY EVENTS!,,,0.8,3836090963374946989,True,False,2026-02-26 02:59:29
NEWARKCITYPARKS,FRIENDS OF RIVERFRONT PARK MEETING,2026-02-26,5:00 PM,ONLINE VIA ZOOM,NEWARK,NORTH,SHAPE THE FUTURE OF RIVERFRONT PARK BY JOINING THE FRIENDS OF RIVERFRONT PARK MEETING THIS THURSDAY!,https://www.instagram.com/p/DVJmNKYjgRI/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/637824270_18075934130622896_7365161263219591748_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFRxuk9jY1R98c1bJMJRfzxEm0TwTORyiImegHEiP6f7_kP4UKfbp6W9caMNHqMNuE&_nc_ohc=NGWrkUvBHTwQ7kNvwE_cUmF&_nc_gid=XgqNG4OEy5C0r6e1nvooUg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afuo4JaKgU0Tdkakp-e66sJf6meN-xD2WRZzdjZYJxPwPw&oe=69A57EBA&_nc_sid=10d13b,https://www.instagram.com/p/DVJmNKYjgRI/,https://www.instagram.com/newarkcityparks/,MEETING,"NEWARK CITY PARKS FOUNDATION, INC.","JOIN THE FRIENDS OF RIVERFRONT PARK FOR THEIR NEXT MEETING TO GET INVOLVED IN SUPPORTING EVENTS, VOLUNTEER EFFORTS, AND PARK IMPROVEMENTS FOR THE WATERFRONT COMMUNITY. MEETING WILL BE HELD ONLINE VIA ZOOM.",,,0.9,3839768187580056648,True,False,2026-02-26 02:59:29
MAMAJUANACAFEWOODBRIDGENJ,HAPPY HOUR,,4:00 PM,MAMAJUANA CAFE WOODBRIDGE,WOODBRIDGE,CENTRAL,GET YOUR HAPPY HOUR FIX AT MAMAJUANA CAFE WOODBRIDGE!,https://www.instagram.com/p/DVMSlDZj9Yz/,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/639919051_18302173396279772_5199842724981572562_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHbH-D5ugtHWRjnI-TpX7Fdj0nP95XGYjazZIqjklmd3RUELwonyhslIU624Q4X_WA&_nc_ohc=UG7tCxVbV9QQ7kNvwGgQEAc&_nc_gid=jmA_r4XDeRphI3HB-8nb6w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuNLj8IHHAprnjBRxFKSrH-yEFdmFAU5QRuoSUzI0zPbw&oe=69A5841C&_nc_sid=10d13b,https://www.instagram.com/p/DVMSlDZj9Yz/,https://www.instagram.com/mamajuanacafewoodbridgenj/,HAPPY HOUR,MAMAJUANA CAFE WOODBRIDGE,HAPPY HOUR WITH APPETIZERS AND COCKTAILS FOR $8 EACH. AVAILABLE TUESDAY TO THURSDAY FROM 4 PM TO 8 PM.,,$8,0.9,3840526293348111923,True,False,2026-02-26 02:59:29
NEIGHBORSSTUDIO__,MALCOLM X LEGACY GIVEAWAY WINNER ANNOUNCEMENT,2026-02-24,,NEIGHBORS,,,DON'T MISS THE CHANCE TO WIN A PIECE INSPIRED BY MALCOLM X!,https://www.instagram.com/p/DVB1obUDu88/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639766977_18000058220860293_7927558099443340556_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGCn-rINZsyqRN3T3fey-3pkRMNXgmNrop2-pwcaLBbzffF-uJK9CBD5yljvciSmR8&_nc_ohc=IZ6w967JdacQ7kNvwEKjdzZ&_nc_gid=vPnoj1NgnxTbj2GgwLf0xQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsfP4mXnvJ4_9gTgAVCArjHSNir66U32xwiGSFK34IOHA&oe=69A5963C&_nc_sid=10d13b,https://www.instagram.com/p/DVB1obUDu88/,https://www.instagram.com/neighborsstudio__/,GIVEAWAY,NEIGHBORS,WINNER OF THE MALCOLM X LEGACY GIVEAWAY WILL BE ANNOUNCED. THE GIVEAWAY PIECE IS 24 X 36 IN A WHITE FRAME.,,,0.7,3837584232068083516,True,False,2026-02-26 02:59:29
MAMAJUANACAFEWOODBRIDGENJ,HAPPY HOUR,2026-02-23,4:00 PM,MAMAJUANA CAFE WOODBRIDGE,ISELIN,CENTRAL,ENJOY AMAZING HAPPY HOUR DEALS AT MAMAJUANA CAFE WOODBRIDGE!,https://www.instagram.com/p/DVHhZ0REiV6/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639824539_18301974262279772_3208835575418134401_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGkABaUB0oTJp9uoX8skY9t5sdE_vq7BAm-NObhQD3GbdG5t-Pu7erYU2Nx_y5gx_s&_nc_ohc=DGonQJ-nwVAQ7kNvwG3Z0jK&_nc_gid=cu-Eo_BDGvromswmpbI4Og&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvohD-CB2hsq_bbu4hbsVMtdydkRoBVSiQJqCYJlaH7oA&oe=69A58E62&_nc_sid=10d13b,https://www.instagram.com/p/DVHhZ0REiV6/,https://www.instagram.com/mamajuanacafewoodbridgenj/,HAPPY HOUR,MAMAJUANA CAFE WOODBRIDGE,"APPETIZERS $8, COCKTAILS $8",,$8,0.9,3839184116999398778,True,True,2026-02-26 02:59:29
MAMAJUANACAFEWOODBRIDGENJ,HAPPY HOUR,2026-02-24,4:00 PM,MAMAJUANA CAFE WOODBRIDGE,ISELIN,CENTRAL,ENJOY AMAZING HAPPY HOUR DEALS AT MAMAJUANA CAFE WOODBRIDGE!,https://www.instagram.com/p/DVHhZ0REiV6/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639824539_18301974262279772_3208835575418134401_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGkABaUB0oTJp9uoX8skY9t5sdE_vq7BAm-NObhQD3GbdG5t-Pu7erYU2Nx_y5gx_s&_nc_ohc=DGonQJ-nwVAQ7kNvwG3Z0jK&_nc_gid=cu-Eo_BDGvromswmpbI4Og&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvohD-CB2hsq_bbu4hbsVMtdydkRoBVSiQJqCYJlaH7oA&oe=69A58E62&_nc_sid=10d13b,https://www.instagram.com/p/DVHhZ0REiV6/,https://www.instagram.com/mamajuanacafewoodbridgenj/,HAPPY HOUR,MAMAJUANA CAFE WOODBRIDGE,"APPETIZERS $8, COCKTAILS $8",,$8,0.9,3839184116999398778,True,True,2026-02-26 02:59:29
MAMAJUANACAFEWOODBRIDGENJ,HAPPY HOUR,2026-02-25,4:00 PM,MAMAJUANA CAFE WOODBRIDGE,ISELIN,CENTRAL,ENJOY AMAZING HAPPY HOUR DEALS AT MAMAJUANA CAFE WOODBRIDGE!,https://www.instagram.com/p/DVHhZ0REiV6/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639824539_18301974262279772_3208835575418134401_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGkABaUB0oTJp9uoX8skY9t5sdE_vq7BAm-NObhQD3GbdG5t-Pu7erYU2Nx_y5gx_s&_nc_ohc=DGonQJ-nwVAQ7kNvwG3Z0jK&_nc_gid=cu-Eo_BDGvromswmpbI4Og&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvohD-CB2hsq_bbu4hbsVMtdydkRoBVSiQJqCYJlaH7oA&oe=69A58E62&_nc_sid=10d13b,https://www.instagram.com/p/DVHhZ0REiV6/,https://www.instagram.com/mamajuanacafewoodbridgenj/,HAPPY HOUR,MAMAJUANA CAFE WOODBRIDGE,"APPETIZERS $8, COCKTAILS $8",,$8,0.9,3839184116999398778,True,True,2026-02-26 02:59:29
MAMAJUANACAFEWOODBRIDGENJ,LUISMI CROSSOVER,2026-02-28,,MAMAJUANA CAFE WOODBRIDGE,WOODBRIDGE,CENTRAL,GET READY FOR THE LUISMI CROSSOVER EVENT AT MAMAJUANA CAFE WOODBRIDGE!,https://www.instagram.com/p/DVHqOGUjzj_/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/640508012_18301979095279772_3894053967618446937_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFaTwoI3hH2rBP4T1DxTSlBVLvdrzQ4gZ4nv0eRENb314RYOMDMzxiF70JsoHJNdBI&_nc_ohc=WE0mwezZLR4Q7kNvwFur1GS&_nc_gid=sathqYfUPgjM0yL0NNn9gg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afvlg1e6QaN02s84QLjFDoJBIGRyh2D5rPyLf0xny3OJaw&oe=69A568D9&_nc_sid=10d13b,https://www.instagram.com/p/DVHqOGUjzj_/,https://www.instagram.com/mamajuanacafewoodbridgenj/,CONCERT,MAMAJUANA CAFE WOODBRIDGE,LUISMI CROSSOVER EVENT HAPPENING AT MAMAJUANA CAFE WOODBRIDGE.,LUISMI,,0.9,3839222894170159359,True,False,2026-02-26 02:59:29
NEWARKCULTURECLUB,PLANT & SIP,2026-02-25,7:00 PM,NEWARK CULTURE CLUB,NEWARK,NORTH,UNLEASH YOUR INNER ARTIST AT OUR TERRARIUM-BUILDING WORKSHOP!,https://www.instagram.com/p/DU-9TnCDskW/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/637704004_18095429858512751_4384773220093356655_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHYbQIhDY2JK7-L5Cp2ls3XarY-toDjydcKCdyXJJM6kqzqBCzFPCk9a2n2IBPPClc&_nc_ohc=fWiUs3k4HDIQ7kNvwEmqSKL&_nc_gid=RFQPe12t5ohb8Lp_wdG3Vg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afsh5VJjS5Q8pmvqImVi_ivPw1eLDIHeTCnlRPsc-oSwvw&oe=69A58D10&_nc_sid=10d13b,https://www.instagram.com/p/DU-9TnCDskW/,https://www.instagram.com/newarkcultureclub/,WORKSHOP,NEWARK CULTURE CLUB,"JOIN US FOR OUR FIRST PLANT & SIP EVENT! EXPERT TERRARIUM-BUILDING GUIDANCE FROM FERN & FOSSIL. A WIDE SELECTION OF PLANTS AND ONE ORNAMENT TO PERSONALIZE YOUR CREATION. ALL SUPPLIES INCLUDED: 5” HANGING GLASS TERRARIUM, SUCCULENT PLANT, CRYSTAL ORNAMENT. A RELAXED, CREATIVE ATMOSPHERE WITH CHILL ENERGY.",FERN & FOSSIL,,0.9,3836773560983931158,True,False,2026-02-26 02:59:29
NEWARKCULTURECLUB,HA! OR NAH? A JOKE LAB,2026-02-26,7:00 PM,NEWARK CULTURE CLUB,NEWARK,NORTH,LAUGH TILL YOU CRY AT LAUREN LOGIUDICE'S NEW COMEDY SHOW!,https://www.instagram.com/p/DVGpvGglWFv/,https://instagram.flas1-1.fna.fbcdn.net/v/t51.82787-15/638853842_18095751401512751_2462576059173138306_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.flas1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QEyRjA89kFFfHOIzC5bnPF_dHaYMFX2Yo-a4XrNq5ubqy60OorH4Ak7xL8Mk-eKDv8&_nc_ohc=xOCb3roHN0sQ7kNvwHFq-Yz&_nc_gid=SXjO7jRbs9fpjgDI0dR4CA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsWGTDvB-Yrb6oJM0pTg72pZCMXTjQryPxdLmXtKhf3MA&oe=69A56B6F&_nc_sid=10d13b,https://www.instagram.com/p/DVGpvGglWFv/,https://www.instagram.com/newarkcultureclub/,COMEDY SHOW,NEWARK CULTURE CLUB,LAUREN LOGIUDICE DEBUTS HER FUN AND INNOVATIVE MONTHLY SHOW THAT GIVES THE AUDIENCE A CHANCE TO GIVE FEEDBACK ON NEW JOKES BY UP-AND-COMING AND ESTABLISHED COMEDIANS! GET SPECIAL 2 FOR 1 TICKETS AND SEE WHY IT’S BEEN FEATURED BY TIME OUT NEW YORK MAGAZINE.,LAUREN LOGIUDICE,2 FOR 1 TICKETS,5,3838939289091400047,True,False,2026-02-26 02:59:29
LOVEONPURPOSE.CO,SOULFUL SATURDAY GOSPEL BRUNCH AND DAY PARTY,2026-03-14,12:00 PM,LIFE AFTER RESTAURANT & LOUNGE,EDGEWATER,NORTH,"EXPERIENCE NJ'S #1 GOSPEL BRUNCH WITH SOULFUL MUSIC, DELICIOUS FOOD, AND COMMUNITY!",https://www.instagram.com/p/DU-tO5QDU1Z/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/639506741_18072984578426934_821186594879191160_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHDwwI9nVHob6fMknqUBpKpZNSUixVsLPTiOZRwF5j4uFwTPjlaghDgmJQVDLWi3TA&_nc_ohc=4wIC9VxqyXoQ7kNvwEvs13-&_nc_gid=RKbhhHrSy5GwWoktdkm-QA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftKzbW2AQ17liWJxf_2_xpc60K98-Se_qMVL-Qa6yHnvA&oe=69A596CE&_nc_sid=10d13b,https://www.instagram.com/p/DU-tO5QDU1Z/,https://www.instagram.com/loveonpurpose.co/,BRUNCH/DAY PARTY,LOVE ON PURPOSE COLLECTIVE,"NJ’S #1 GOSPEL BRUNCH IS BACK! SOULFUL SATURDAY RETURNS FOR ANOTHER POWERFUL GATHERING WHERE FAITH, FOOD, AND COMMUNITY COME TOGETHER IN ONE UNFORGETTABLE EXPERIENCE. THIS IS MORE THAN BRUNCH — IT’S A GOSPEL-FILLED DAY PARTY DESIGNED FOR JOY, CONNECTION, AND PRAISE. EXPECT UPLIFTING DJ VIBES AND LIVE GOSPEL MUSIC, A FUN PHOTO BOOTH TO CAPTURE THE MOMENTS, DELICIOUS BRUNCH OPTIONS, AND CRAFTED MOCKTAILS AVAILABLE FOR PURCHASE. ALL OF THIS IN A WELCOMING, FAITH-CENTERED SPACE FILLED WITH GREAT ENERGY AND EVEN BETTER PEOPLE.",DJ MAR,,0.9,3836702868204506457,True,False,2026-02-26 02:59:29
THEVAULTLOUNGENJ,THE VAULT RESTAURANT OPENING,2026-02-24,12:00 PM,THE VAULT LOUNGE,NEWARK,NORTH,GET READY FOR GOOD FOOD AND GOOD VIBES AT THE VAULT RESTAURANT!,https://www.instagram.com/p/DVJjvy6ESXH/,https://scontent-atl3-1.cdninstagram.com/v/t51.71878-15/642566412_1271551401790767_6022715796986256045_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGQZCEOHUefWCm4KzdbG-WjFU3GyMGWw6bvHlPRWDgVOcMm6uYb9Oi1SnbjdsGUARk&_nc_ohc=oeL7IgFoXzwQ7kNvwF9X3v7&_nc_gid=iybyrnjWsWcG8LFquLU_Og&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsSeIhmvMqNS-1E3aZj7UTM2uJvRWMBSR8juiN1ZyP1FA&oe=69A57DA3&_nc_sid=10d13b,https://www.instagram.com/p/DVJjvy6ESXH/,https://www.instagram.com/thevaultloungenj/,RESTAURANT OPENING,VAULT ROOFTOP NOW OPEN ☀️,"NEWARK, NJ WE’RE READY FOR YOU ❄️✨ THE STREETS ARE CLEAR, THE DOORS ARE OPEN, AND THE VAULT RESTAURANT 📍 JOIN US WEDNESDAY–SUNDAY STARTING AT 12PM FOR GOOD FOOD, GOOD VIBES, AND A WARM WELCOME. PULL UP, WE SAVED YOU A SEAT. 🍽️🔥",,,0.9,3839757373414647239,True,False,2026-02-26 02:59:29
NEWARKARTS,NORTH TO SHORE NEWARK COMMUNITY GRANTS APPLICATION,2026-03-19,,,NEWARK,NORTH,DON'T MISS OUT ON ARTS FUNDING FOR NEWARK ARTISTS!,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,GRANT APPLICATION DEADLINE,NEWARK ARTS,"APPLY FOR NORTH TO SHORE NEWARK COMMUNITY GRANTS, SUPPORTING PERFORMANCES, EXHIBITIONS, AND ARTS AND CULTURAL PROGRAMMING ACROSS ALL WARDS OF THE CITY DURING NORTH TO SHORE, JUNE 13–27, 2026. GRANTS RANGE FROM $1,000–$5,000 AND ARE OPEN TO ARTISTS, PERFORMERS, CURATORS, PROGRAMMERS, COLLECTIVES, AND COMMUNITY ORGANIZATIONS WITH A VISION ROOTED IN NEWARK.",,,0.9,3836342775085080250,True,True,2026-02-26 02:59:29
NEWARKARTS,NORTH TO SHORE FESTIVAL,2026-06-13,,,NEWARK,NORTH,EXPERIENCE THE VIBRANT NORTH TO SHORE FESTIVAL IN NEWARK!,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,FESTIVAL,NEWARK ARTS,"NORTH TO SHORE FESTIVAL, FEATURING PERFORMANCES, EXHIBITIONS, AND ARTS AND CULTURAL PROGRAMMING ACROSS ALL WARDS OF THE CITY.",,,0.9,3836342775085080250,True,True,2026-02-26 02:59:29
NEWARKARTS,NORTH TO SHORE FESTIVAL,2026-06-14,,,NEWARK,NORTH,EXPERIENCE THE VIBRANT NORTH TO SHORE FESTIVAL IN NEWARK!,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,FESTIVAL,NEWARK ARTS,"NORTH TO SHORE FESTIVAL, FEATURING PERFORMANCES, EXHIBITIONS, AND ARTS AND CULTURAL PROGRAMMING ACROSS ALL WARDS OF THE CITY.",,,0.9,3836342775085080250,True,True,2026-02-26 02:59:29
NEWARKARTS,NORTH TO SHORE FESTIVAL,2026-06-15,,,NEWARK,NORTH,EXPERIENCE THE VIBRANT NORTH TO SHORE FESTIVAL IN NEWARK!,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,FESTIVAL,NEWARK ARTS,"NORTH TO SHORE FESTIVAL, FEATURING PERFORMANCES, EXHIBITIONS, AND ARTS AND CULTURAL PROGRAMMING ACROSS ALL WARDS OF THE CITY.",,,0.9,3836342775085080250,True,True,2026-02-26 02:59:29
