event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Newark class,2026-03-08,,Harlem Cycle,Newark,North,Get ready to sweat it out at the sold-out Aulo x Harlem Cycle Newark class!,Fitness Class,The community popped out and sweated it out with us this morning. Our @harlemcycle Newark class was completely sold out and the energy in that room proved exactly why we’re building Aulo. A community that shows up for wellness and for each other. Thank you to everyone who came through and rode with us today. Special thank you to @sproutsjuice for the amazing smoothies! This is just the beginning!,,,0.8,aulospa,https://www.instagram.com/p/DVoY3cuideL/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/648168516_1702542044489924_4358398218733635506_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGRkF2VxhamHKksjAdWFZ9eWoTrjxiBfenKBxkwnWXtrT9oYo65KU48mLlXSkVLwD4&_nc_ohc=IlD8M-j91zMQ7kNvwE2VTQe&_nc_gid=Vh2CfRI-83JFd6UMH1f8uQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzfetdLEoKmEBwT2Ow7dwddMJXNQgmWvdxwOUW8tmF0_Q&oe=69B8E28A&_nc_sid=10d13b,https://www.instagram.com/p/DVoY3cuideL/,https://www.instagram.com/aulospa/,Aulo,3848435245121132427,True,False
Sisterhood Market,2026-03-14,4:00 PM,"81 Halsey Street, Lower Level",Newark,North,Shop and connect with talented Black women entrepreneurs this Saturday!,Market,"The Sisterhood Market is a pop-up experience where women can come together to shop, connect, and support Black women entrepreneurs. Featuring clothing, jewelry, candles, food, and more.",,,1.0,bgwc__,https://www.instagram.com/p/DVtwGDHkW1R/,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/650266841_17927455566227666_186415806189301764_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QERAT7RixZhL5VqCWmv_tFk99Mmw2mjWVnUx-_AA_MA34aMoUL3oLfHd3gcNnnJtTUOREPvOvaQsSgp5ZKHSEQg&_nc_ohc=KFss8aDsn78Q7kNvwHnT9RX&_nc_gid=fuUvIAB6uBI2zVGOVZjgxA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyVSDMqC8QeP0LxGWz9jES6bs4wTOwn65f7_2R53r2YnQ&oe=69B8FB2F&_nc_sid=10d13b,https://www.instagram.com/p/DVtwGDHkW1R/,https://www.instagram.com/bgwc__/,Black Girl Walking Club | (BGWC),3849944778369232209,True,False
Day Party at The Vault,2026-03-14,3:00 PM,The Vault,Newark,North,Get ready for a legendary day party this Saturday in Newark!,Day Party,NOT JUST A 🌞🌇 DAY PARTY .. THIS SATURDAY WE ARE SETTING THE BAR FOR WHAT THE VIBES SHOULD BE ☘️🥂.. WITH CURATED SETS FROM @classitocartel @asijon_ @stunnanj @ab_gotti YOU’ll BE SURE TO BE TAKEN ON A RIDE THROUGH ALL YOUR FAVORITE TUNES LADIES FREE WITH RSVP • IN BIO 🔗 SECTIONS // BOTTLE SERVICE // BIRTHDAY PACKAGES AVAILABLE 🎂🎉🍾 10$ LEMON DROPS & FRENCH 75’s ALL DAY 🍸🍹,"@classitocartel, @asijon_, @stunnanj, @ab_gotti",Free for ladies with RSVP,5,hotrod.nj,https://www.instagram.com/p/DVtSMTLjdy1/,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/649677014_18351336868240000_62266037166527294_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGF2oG-D510v0YnyS6x61lbEqS8BrOFWHbi61qc3MuElRCI52FaU4RnmaxXFf8FA7I&_nc_ohc=HgWJbmIfSMcQ7kNvwElMR34&_nc_gid=iWbYzJlLOXE1c8aTX8gGiw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afypbki0Yu_JCSPKd2tN0uAXcTnRbUrNBHBHm4cgKw8h5Q&oe=69B9064B&_nc_sid=10d13b,https://www.instagram.com/p/DVtSMTLjdy1/,https://www.instagram.com/hotrod.nj/,hotrodthegod,3849813266537503925,True,False
2 Year Anniversary Rave,2026-05-01,,"Brooklyn, New York",Brooklyn,,Celebrate 2 years of DANCE AND GO HOME! with a special anniversary rave!,Rave,"A special chapter in our book, and we would love to celebrate it with each of you.",,,0.9,danceandgohome,https://www.instagram.com/p/DVylDF0AWe9/,https://instagram.faus1-1.fna.fbcdn.net/v/t51.82787-15/650228876_18082777184593087_8751621230076068772_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.faus1-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFeLNKXYqUy7WY-xRoEeAdgftb2E-MEPI-F-7tV7a1g2R26nY13qRLTvZO6vmDN0Xs&_nc_ohc=q2LD05VEbscQ7kNvwEwR36F&_nc_gid=8QknreGlKsOpL8BfirVO8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxWz7sqJ5kh3fgS37-YBATF7Btcv2c54eS7soC0J3_MQA&oe=69B8F582&_nc_sid=10d13b,https://www.instagram.com/p/DVylDF0AWe9/,https://www.instagram.com/danceandgohome/,DANCE AND GO HOME!,3851303571475752893,True,False
Cotton Candy with Stitch - Public Skate,2026-04-07,11:30 AM,Branch Brook Skating Rink,,Central,Join us for a sweet Spring Break skate with Stitch!,Public Skate,Cotton Candy with Stitch - Public Skate. $12 Admission & $14 Door Price.,Stitch,$12,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Cotton Candy with Angel - Public Skate,2026-04-07,3:00 PM,Branch Brook Skating Rink,,Central,Enjoy a delightful skate with Angel this Spring Break!,Public Skate,Cotton Candy with Angel - Public Skate. $12 Admission & $14 Door Price.,Angel,$12,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Adult Skate Night,2026-04-07,8:00 PM,Branch Brook Skating Rink,,Central,Unwind with Adult Skate Night this Tuesday!,Adult Skate Night,Adult Skate Night. $15 Admission & $17 Door Price. NO SPECTATORS FEE AVAILABLE FOR THIS SESSION.,,$15,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Skate with Mario & Luigi - Public Skate,2026-04-08,12:00 PM,Branch Brook Skating Rink,,Central,Level up your Spring Break with Mario & Luigi!,Public Skate,Skate with Mario & Luigi - Public Skate. $12 Admission & $14 Door Price.,Mario & Luigi,$12,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Pizza Party with Spongebob & Stitch,2026-04-08,3:00 PM,Branch Brook Skating Rink,,Central,Grab a slice and skate with Spongebob & Stitch this Wednesday!,Themed Skate,"Pizza Party with Spongebob & Stitch. Eat some delicious, cheesy pizza with Spongebob and Stitch! $14 Admission & $16 Door Price.",Spongebob & Stitch,$14,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Spring Glow Skate,2026-04-08,7:00 PM,Branch Brook Skating Rink,,Central,Light up the night with our Spring Glow Skate!,Glow Skate,Spring Glow Skate. Exclusive Late Night Open to all Ages Glow Edition! $14 Admission & $16 Door Price.,,$14,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Spring Break Kick-Off,2026-04-03,10:30 AM,Branch Brook Skating Rink,,Central,Get your Spring Break rolling with our Kick-Off event!,Public Skate,Spring Break Kick-Off. $13 Admission & $15 Door Price.,,$13,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Mario Family Skate Party,2026-04-03,2:00 PM,Branch Brook Skating Rink,,Central,Jump into fun with our Mario Family Skate Party!,Family Skate,Mario Family Skate Party. $13 Admission & $15 Door Price.,Mario,$13,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Flash Deal Friday Skate,2026-04-03,6:00 PM,Branch Brook Skating Rink,,Central,Score a deal this Friday with Flash Deal Skate!,Public Skate,Flash Deal Friday Skate. $10 Admission & $12 Door Price.,,$10,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Hip Hop and R&B Skate,2026-04-03,9:00 PM,Branch Brook Skating Rink,,Central,Groove to the beat at our Hip Hop and R&B Skate night!,Themed Skate,Hip Hop and R&B Skate. $10 Admission & $12 Door Price.,,$10,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Spring Break Skate & Play with Sonic,2026-04-09,12:00 PM,Branch Brook Skating Rink,,Central,Roll into adventure with Sonic this Spring Break!,Themed Skate,Spring Break Skate & Play with Sonic. $12 Admission & $14 Door Price.,Sonic,$12,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Spring Break Skate & Play with Minion,2026-04-09,3:00 PM,Branch Brook Skating Rink,,Central,Have a minion-tastic time on the rink this Spring Break!,Themed Skate,Spring Break Skate & Play with Minion. $12 Admission & $14 Door Price.,Minion,$12,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Mario Galaxy Glow Skate,2026-04-09,6:00 PM,Branch Brook Skating Rink,,Central,Blast off into a glowing galaxy this Thursday!,Glow Skate,Mario Galaxy Glow Skate. $12 Admission & $14 Door Price.,Mario,$12,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Adult Skate Night,2026-04-09,9:00 PM,Branch Brook Skating Rink,,Central,Dance the night away at Adult Skate Night!,Adult Skate Night,Adult Skate Night. $15 Admission & $17 Door Price. NO SPECTATORS FEE AVAILABLE FOR THIS SESSION.,,$15,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Donuts with the Easter Bunny - Family Skate,2026-04-04,11:00 AM,Branch Brook Skating Rink,,Central,Start your Saturday with donuts and the Easter Bunny!,Family Skate,Donuts with the Easter Bunny - Family Skate. $15 Admission & $17 Door Price.,Easter Bunny,$15,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Skate with Stitch - Family Skate,2026-04-04,3:00 PM,Branch Brook Skating Rink,,Central,"Ohana means family, and family means skating with Stitch!",Family Skate,Skate with Stitch - Family Skate. Come Skate with your Ohana! $15 Admission & $17 Door Price.,Stitch,$15,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Family Skate,2026-04-04,7:00 PM,Branch Brook Skating Rink,,Central,End your Saturday with some family fun on the rink!,Family Skate,Family Skate. $15 Admission & $17 Door Price.,,$15,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Disney Early Family Skate,2026-04-10,10:30 AM,Branch Brook Skating Rink,,Central,Magical morning fun with a Disney Family Skate!,Family Skate,Disney Early Family Skate. Disney Surprise Character Appearance. $8 Admission & $10 Door Price.,Disney Character,$8,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
Family Skate,2026-04-10,2:00 PM,Branch Brook Skating Rink,,Central,Enjoy an afternoon of family skating!,Family Skate,Family Skate. $13 Admission & $15 Door Price.,,$13,0.9,bbpskating,https://www.instagram.com/p/DVmorJ2AFAJ/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/649073328_18573789676029570_1533193098236650198_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGzhq9CDLWNxc0SjLVPR7Jp9zigQcs5n8AQx1RWmqjfbT_T8c-GdbVgIqSQ4ayk8k8&_nc_ohc=r96nVaN4uasQ7kNvwE5sEyB&_nc_gid=GNt91XNht5-tAXlGLpTckw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzXuvP-MSLYrIfHBQw1VwdF1FXw_DP5Hwerw7hsCptahQ&oe=69B90897&_nc_sid=10d13b,https://www.instagram.com/p/DVmorJ2AFAJ/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3847941819002277897,True,True
