event_name,date,day_of_week,time,end_time,venue_name,city,state,section_of_nj,address,price,description,performer,event_type,age_restriction,ticket_link,confidence,extracted_from,post_id,instagram_post_url,post_url,display_url,display_url_note,instagram_handle,instagram_profile_url,account_name,had_ocr,ocr_chars,post_date,extraction_timestamp,from_calendar,calendar_type,combined_text
Jamaican Me Dancehall Night,2025-11-26,Wednesday,,,House of Independents,Asbury Park,NJ,Central,,,A portion of proceeds will be donated to help those affected by Hurricane Melissa,,party,,,high,['caption'],,https://www.instagram.com/p/DRAe3VUCZY4/,https://www.instagram.com/p/DRAe3VUCZY4/,,CDN URL - expires after few hours/days,jamaicanmedancehallnight,https://www.instagram.com/jamaicanmedancehallnight/,Jamaican Me Dancehall Night,False,0,2025-11-13T19:00:16+00:00,2025-11-28T14:32:38.129046,False,single,"🌴 Nov 26th, Asbury Park NJ at @houseofindependents 🌴 A portion of proceeds will be donated to help those affected by Hurricane Melissa 🌴 #jamaicanmedancehallnight "
Metropolis Vibes,2025-11-28,Friday,,,Metropolis,Hoboken,NJ,North,,,Kick things off with a damn good cocktail and the Metropolis vibes that keep the night going. See you on our first or second floor this weekend,,party,,,high,['caption'],,https://www.instagram.com/p/DRiIh_lAcLL/,https://www.instagram.com/p/DRiIh_lAcLL/,,CDN URL - expires after few hours/days,metropolishoboken,https://www.instagram.com/metropolishoboken/,Metropolis,False,0,2025-11-26T20:37:07+00:00,2025-11-28T14:32:40.853429,False,,"Heading into the holiday weekend like… 🍸

Kick things off with a damn good cocktail and the Metropolis vibes that keep the night going.

See you on our first or second floor this weekend #cheers "
Metropolis Vibes,2025-11-29,Saturday,,,Metropolis,Hoboken,NJ,North,,,Kick things off with a damn good cocktail and the Metropolis vibes that keep the night going. See you on our first or second floor this weekend,,party,,,high,['caption'],,https://www.instagram.com/p/DRiIh_lAcLL/,https://www.instagram.com/p/DRiIh_lAcLL/,,CDN URL - expires after few hours/days,metropolishoboken,https://www.instagram.com/metropolishoboken/,Metropolis,False,0,2025-11-26T20:37:07+00:00,2025-11-28T14:32:40.853451,False,,"Heading into the holiday weekend like… 🍸

Kick things off with a damn good cocktail and the Metropolis vibes that keep the night going.

See you on our first or second floor this weekend #cheers "
Metropolis Vibes,2025-11-30,Sunday,,,Metropolis,Hoboken,NJ,North,,,Kick things off with a damn good cocktail and the Metropolis vibes that keep the night going. See you on our first or second floor this weekend,,party,,,high,['caption'],,https://www.instagram.com/p/DRiIh_lAcLL/,https://www.instagram.com/p/DRiIh_lAcLL/,,CDN URL - expires after few hours/days,metropolishoboken,https://www.instagram.com/metropolishoboken/,Metropolis,False,0,2025-11-26T20:37:07+00:00,2025-11-28T14:32:40.853461,False,,"Heading into the holiday weekend like… 🍸

Kick things off with a damn good cocktail and the Metropolis vibes that keep the night going.

See you on our first or second floor this weekend #cheers "
GIRLS ONLY WALK ‘N’ RUN,2025-11-20,Thursday,19:00,,Brookdale Park Track,Bloomfield,NJ,North,,,,,walk/run,,,high,['caption'],,https://www.instagram.com/p/DRQUumdEabY/,https://www.instagram.com/p/DRQUumdEabY/,,CDN URL - expires after few hours/days,njwalkbabes,https://www.instagram.com/njwalkbabes/,NJ Walk ‘N’ Run Club,False,0,2025-11-19T22:37:22+00:00,2025-11-28T14:32:41.762043,False,,"GIRLS ONLY WALK ‘N’ RUN TOMORROW - BROOKDALE PARK @ 7:00 PM ON THE TRACK IN BLOOMFIELD 🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷

#girlsclub #walkclub #runclub #explore #bloomfield #jersey #explore "
Costume Party,2025-11-17,Monday,,,Underground VBC,,NJ,,,,"Costume party with Glamour and glitter, fashion and fame.",DJ Chelli,party,,,high,['caption'],,https://www.instagram.com/p/DRKqwftgERl/,https://www.instagram.com/p/DRKqwftgERl/,,CDN URL - expires after few hours/days,dj_chelli,https://www.instagram.com/dj_chelli/,𝐃𝐉 𝐂𝐇𝐄𝐋𝐋𝐈,False,0,2025-11-17T17:54:25+00:00,2025-11-28T14:32:42.977907,False,,"ꜱʜᴏᴡᴛɪᴍᴇ, ꜱʏɴᴇʀɢʏ! 👩‍🎤 𝒢𝓁𝒶𝓂𝑜𝓊𝓇 𝒶𝓃𝒹 𝑔𝓁𝒾𝓉𝓉𝑒𝓇, 𝒻𝒶𝓈𝒽𝒾𝑜𝓃 𝒶𝓃𝒹 𝒻𝒶𝓂𝑒 
.
.
Costume: @jem.and.the.holograms 
Custom Made: @xo.marissataylor 
Makeup: @makeupbyjennifersagastume 
Club: @undergroundvbc 
.
#makeup #girly #girlpower #popstar #rockstar #80s #80smusic #80spopculture #80sfashion #jem #jemandtheholograms #djchelli #costume #costumeparty #costumecontest #dj #femaledj #djing #girldj #njdj #njnightlife #party #partytime #partydj #halloween #halloweenparty #halloweencostume #club #outfit #style 
.
.
@ "
Costume Contest,2025-11-17,Monday,,,Underground VBC,,NJ,,,,Costume contest as part of the Halloween party.,DJ Chelli,contest,,,medium,['caption'],,https://www.instagram.com/p/DRKqwftgERl/,https://www.instagram.com/p/DRKqwftgERl/,,CDN URL - expires after few hours/days,dj_chelli,https://www.instagram.com/dj_chelli/,𝐃𝐉 𝐂𝐇𝐄𝐋𝐋𝐈,False,0,2025-11-17T17:54:25+00:00,2025-11-28T14:32:42.978098,False,,"ꜱʜᴏᴡᴛɪᴍᴇ, ꜱʏɴᴇʀɢʏ! 👩‍🎤 𝒢𝓁𝒶𝓂𝑜𝓊𝓇 𝒶𝓃𝒹 𝑔𝓁𝒾𝓉𝓉𝑒𝓇, 𝒻𝒶𝓈𝒽𝒾𝑜𝓃 𝒶𝓃𝒹 𝒻𝒶𝓂𝑒 
.
.
Costume: @jem.and.the.holograms 
Custom Made: @xo.marissataylor 
Makeup: @makeupbyjennifersagastume 
Club: @undergroundvbc 
.
#makeup #girly #girlpower #popstar #rockstar #80s #80smusic #80spopculture #80sfashion #jem #jemandtheholograms #djchelli #costume #costumeparty #costumecontest #dj #femaledj #djing #girldj #njdj #njnightlife #party #partytime #partydj #halloween #halloweenparty #halloweencostume #club #outfit #style 
.
.
@ "
Opening Day & the Annual Tree Lighting,2025-11-29,Saturday,16:00,20:00,Mulberry Commons,Newark,NJ,North,,Free,"Community event features children’s activities, food trucks, DJ & performances, a fireside lounge, ice skating, bumper cars, private igloos (reservations required at Newarkwintervillage.com) AND shopping local at the Holiday Market presented by @InvestNewark.",DJ,festival,all ages,http://Newarkwintervillage.com,high,['caption'],,https://www.instagram.com/p/DRQJsUOETBx/,https://www.instagram.com/p/DRQJsUOETBx/,,CDN URL - expires after few hours/days,newarkcityparks,https://www.instagram.com/newarkcityparks/,"Newark City Parks Foundation, Inc.",False,0,2025-11-19T21:00:00+00:00,2025-11-28T14:32:48.258201,False,single,"Join us for @newarkwintervillage’s 𝗢𝗽𝗲𝗻𝗶𝗻𝗴 𝗗𝗮𝘆 & 𝘁𝗵𝗲 𝗔𝗻𝗻𝘂𝗮𝗹 𝗧𝗿𝗲𝗲 𝗟𝗶𝗴𝗵𝘁𝗶𝗻𝗴 (𝘚𝘢𝘵𝘶𝘳𝘥𝘢𝘺 𝟷𝟷/𝟸𝟿/𝟸𝟻 𝟺-𝟾𝘱𝘮) at Mulberry Commons🎄❄️⁣
⁣
This FREE community event features children’s activities, food trucks, DJ & performances, a fireside lounge, and so much more! Plus…don’t miss ice skating, bumper cars, private igloos (𝘳𝘦𝘴𝘦𝘳𝘷𝘢𝘵𝘪𝘰𝘯𝘴 𝘳𝘦𝘲𝘶𝘪𝘳𝘦𝘥 𝘢𝘵 𝘕𝘦𝘸𝘢𝘳𝘬𝘸𝘪𝘯𝘵𝘦𝘳𝘷𝘪𝘭𝘭𝘢𝘨𝘦.𝘤𝘰𝘮) AND shopping local at the Holiday Market pr𝘦sented by @InvestNewark ⛸️🎁⁣
⁣
See you soon!!⁣ "
Techno Fever,2025-11-28,Friday,,,,Hoboken,NJ,North,,,Catch the techno fever this Friday in Hoboken.,,rave,,,high,['caption'],,https://www.instagram.com/p/DRcuPB9jzFh/,https://www.instagram.com/p/DRcuPB9jzFh/,,CDN URL - expires after few hours/days,bounce2bounce_,https://www.instagram.com/bounce2bounce_/,BOUNCE2BOUNCE,False,0,2025-11-24T18:13:37+00:00,2025-11-28T14:32:50.649446,False,,"You heard it, now time to experience it

Catch the techno fever this Friday in Hoboken. Link in bio. 

#edm #rave #techno #newjersey "
Thanksgiving Eve event,2025-11-26,Wednesday,,,,,NJ,,,,"Thanksgiving Eve event, almost SOLD OUT",DJ Tmarq,party,,available in bio,high,['caption'],,https://www.instagram.com/p/DRX_45okRH_/,https://www.instagram.com/p/DRX_45okRH_/,,CDN URL - expires after few hours/days,guiltypleasureparty,https://www.instagram.com/guiltypleasureparty/,Guilty Pleasure,False,0,2025-11-22T22:15:10+00:00,2025-11-28T14:32:54.548538,False,,"Core memory unlocked 😭

@djtmarq might’ve went to Hollywood Arts ⭐️

Our Thanksgiving Eve event is almost SOLD OUT ‼️

🎟️ are available rn in bio, grab them while u still can!!!

Track IDs:
Blow - Ke$ha @kesha 
Make It Shine (Victorious Theme Song) @victoriajustice 

#2010s #victorious #kesha #popmusic #nostalgia "
Taco Tuesday,2023-12-19,Tuesday,,,Royal Cakes & Cafe,Trenton,NJ,Central,,,Menu specials change weekly.,,food special,,,high,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,https://www.instagram.com/p/C0xdAygLDT3/,,CDN URL - expires after few hours/days,shawnputyouon,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010032,True,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
$1 Wings Wednesday,2023-12-20,Wednesday,,,Royal Cakes & Cafe,Trenton,NJ,Central,,,Menu specials change weekly.,,food special,,,high,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,https://www.instagram.com/p/C0xdAygLDT3/,,CDN URL - expires after few hours/days,shawnputyouon,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010964,True,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Bougie Burger Thursday,2023-12-21,Thursday,,,Royal Cakes & Cafe,Trenton,NJ,Central,,,Menu specials change weekly.,,food special,,,high,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,https://www.instagram.com/p/C0xdAygLDT3/,,CDN URL - expires after few hours/days,shawnputyouon,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010984,True,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Karaoke,2023-12-22,Friday,,,Royal Cakes & Cafe,Trenton,NJ,Central,,,,,karaoke,,,high,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,https://www.instagram.com/p/C0xdAygLDT3/,,CDN URL - expires after few hours/days,shawnputyouon,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.010999,True,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Brunch,2023-12-17,Sunday,,,Royal Cakes & Cafe,Trenton,NJ,Central,,,,,brunch,,,high,['caption'],,https://www.instagram.com/p/C0xdAygLDT3/,https://www.instagram.com/p/C0xdAygLDT3/,,CDN URL - expires after few hours/days,shawnputyouon,https://www.instagram.com/shawnputyouon/,SHAWN | NJ + Philly Foodie,False,0,2023-12-13T00:18:14+00:00,2025-11-28T14:32:56.011013,True,weekly,"What’s up Foodies‼️ This spot is a hidden gem that serves some of the best soul food and cupcakes in Trenton, New Jersey. @royalcakescafe
 Royal Cakes & Cafe has it all from delicious savory bites and sweet treats made by Chef Matthew @wewhip4u and Tia @afrorican7 🍴🧁

The Peanut Butter and Jelly French Toast 10/10  and Lamb Chops were fire! I bet you never tried Blueberry Blue Cheese before⁉️😱🔥 
Everyday Royal Cakes & Cafe offers specials like Taco Tuesday🌮, $1 Wings Wednesday, Bougie Burger Thu "
Caribbrew Opening Hours,2025-11-21,Friday,07:30,18:00,Caribbrew,Newark,NJ,North,,,,,Coffee Shop,,,high,['caption'],,https://www.instagram.com/p/DRSnw-miLG9/,https://www.instagram.com/p/DRSnw-miLG9/,,CDN URL - expires after few hours/days,caribbrew,https://www.instagram.com/caribbrew/,Caribbrew,False,0,2025-11-20T20:06:45+00:00,2025-11-28T14:32:56.439065,True,weekly,"🎢 Ain’t norhing like the rollercoaster of entrepreneurship!! We keep building - and we love seeing the satisfaction on your face after that first sip ☕️

See you this weekend NWK📍
Schedule this weekend 
Friday 7:30 am to 6 pm
Saturday: 7:30 am to 1 pm ( closing early for a private event )
Sunday :12-5 pm 

#Caribbrew #HaitianCoffee #CaribbeanCoffee #njcoffeeshops #SpecialtyCoffee #newarkcoffeeshop #jerseycoffee #CoffeeSubscription #EthicallySourcedCoffee #SupportSmallBusiness #SmallBusiness #Sho "
Caribbrew Opening Hours,2025-11-22,Saturday,07:30,13:00,Caribbrew,Newark,NJ,North,,,Closing early for a private event,,Coffee Shop,,,high,['caption'],,https://www.instagram.com/p/DRSnw-miLG9/,https://www.instagram.com/p/DRSnw-miLG9/,,CDN URL - expires after few hours/days,caribbrew,https://www.instagram.com/caribbrew/,Caribbrew,False,0,2025-11-20T20:06:45+00:00,2025-11-28T14:32:56.439086,True,weekly,"🎢 Ain’t norhing like the rollercoaster of entrepreneurship!! We keep building - and we love seeing the satisfaction on your face after that first sip ☕️

See you this weekend NWK📍
Schedule this weekend 
Friday 7:30 am to 6 pm
Saturday: 7:30 am to 1 pm ( closing early for a private event )
Sunday :12-5 pm 

#Caribbrew #HaitianCoffee #CaribbeanCoffee #njcoffeeshops #SpecialtyCoffee #newarkcoffeeshop #jerseycoffee #CoffeeSubscription #EthicallySourcedCoffee #SupportSmallBusiness #SmallBusiness #Sho "
Caribbrew Opening Hours,2025-11-23,Sunday,12:00,17:00,Caribbrew,Newark,NJ,North,,,,,Coffee Shop,,,high,['caption'],,https://www.instagram.com/p/DRSnw-miLG9/,https://www.instagram.com/p/DRSnw-miLG9/,,CDN URL - expires after few hours/days,caribbrew,https://www.instagram.com/caribbrew/,Caribbrew,False,0,2025-11-20T20:06:45+00:00,2025-11-28T14:32:56.439096,True,weekly,"🎢 Ain’t norhing like the rollercoaster of entrepreneurship!! We keep building - and we love seeing the satisfaction on your face after that first sip ☕️

See you this weekend NWK📍
Schedule this weekend 
Friday 7:30 am to 6 pm
Saturday: 7:30 am to 1 pm ( closing early for a private event )
Sunday :12-5 pm 

#Caribbrew #HaitianCoffee #CaribbeanCoffee #njcoffeeshops #SpecialtyCoffee #newarkcoffeeshop #jerseycoffee #CoffeeSubscription #EthicallySourcedCoffee #SupportSmallBusiness #SmallBusiness #Sho "
2010s/2000s Party,2025-11-26,Wednesday,22:00,02:00,portamontclair,Montclair,NJ,North,,,Thanksgiving Eve party with 2010s/2000s theme.,,party,,,high,['caption'],,https://www.instagram.com/p/DRho7K-EdJ0/,https://www.instagram.com/p/DRho7K-EdJ0/,,CDN URL - expires after few hours/days,guiltypleasureparty,https://www.instagram.com/guiltypleasureparty/,Guilty Pleasure,False,0,2025-11-26T16:00:56+00:00,2025-11-28T14:32:58.876224,False,single,"Tonight is the night 🔥 it’s Thanksgiving Eve so, get your 2010s/2000s outfits ready because we are going to party!

@portamontclair 
Doors open 10pm-2am

Few tixs are available, they will sell out !
Tickets in bio 🎟️ "
Pilates & Lattes,,,,,Casa de Flora,,NJ,,,,"Pilates and Lattes event, location @casadeflorabar. More events to come.",,fitness,,,high,['caption'],,https://www.instagram.com/p/DOYlILEkerR/,https://www.instagram.com/p/DOYlILEkerR/,,CDN URL - expires after few hours/days,alignwithkemly,https://www.instagram.com/alignwithkemly/,"🇭🇹 Kemly- Spiritual Health, Pilates, Nutrition",False,0,2025-09-09T14:00:00+00:00,2025-11-28T14:32:59.880547,False,,"Pilates & Lattes was in full bloom! 🌸
Thank you to all the ladies who came out to rock, sip, and flow with me @casadeflorabar 

To all those that were asking…of course, we will be bringing Pilates and Lattes back! Keep your eye out for the next one 💕 "
Newark Winter Village Opening Day,2025-11-29,Saturday,,,Mulberry Commons,Newark,NJ,North,,,"Experience the wonder of Newark Winter Village — with ice skating, go-carts on ice, shopping, food, and more.",,festival,,http://newarkwintervillage.com,high,['caption'],,https://www.instagram.com/p/DQ4RP1ugBLy/,https://www.instagram.com/p/DQ4RP1ugBLy/,,CDN URL - expires after few hours/days,newarkwintervillage,https://www.instagram.com/newarkwintervillage/,Newark Winter Village,False,0,2025-11-10T14:25:11+00:00,2025-11-28T14:32:59.982428,False,,"It’s Time!!!!!!! ⛸️❄️
Experience the wonder of Newark Winter Village — with ice skating, go-carts on ice, shopping, food, and more at Mulberry Commons.
💙 Opening Day: Saturday, November 29th, 2025
👉 Visit newarkwintervillage.com for details.
#NewarkWinterVillage #DowntownNewark #WinterInNewark #FestivalsUnitedNewark #HolidaySeason #NewarkNJ #IceSkatingFun "
Sunday Brunch,2025-11-23,Sunday,,,Oko Fine cuisine,,NJ,,,45,Buffet and Full Menu Available. Football on all scenes. $25 take out buffet,,brunch,,,high,['caption'],,https://www.instagram.com/p/DRZ06oUkYnS/,https://www.instagram.com/p/DRZ06oUkYnS/,,CDN URL - expires after few hours/days,okofine_cuisine,https://www.instagram.com/okofine_cuisine/,Cliff Mills,False,0,2025-11-23T15:11:53+00:00,2025-11-28T14:33:02.754293,False,,"Sunday Brunch at Oko Fine cuisine

Buffet only $45 and The Full Menu is available

Football on all scenes

$25 take out buffet "
2nd Floor Lounge,,,,,The Vault,,NJ,,,,Dine on any floor! Enjoy the 2nd Floor Lounge,,lounge,,,low,['caption'],,https://www.instagram.com/p/DRhlxAwkXhQ/,https://www.instagram.com/p/DRhlxAwkXhQ/,,CDN URL - expires after few hours/days,thevaultloungenj,https://www.instagram.com/thevaultloungenj/,Vault Rooftop Now Open ☀️,False,0,2025-11-26T15:33:20+00:00,2025-11-28T14:33:03.874270,False,,"@ The Vault All Week Long 🔥 
Dine On Any Floor ! Enjoy The 2nd Floor Lounge, Or Eat Under A Heated Rooftop 🥂 "
Heated Rooftop,,,,,The Vault,,NJ,,,,Eat under a heated rooftop,,dining,,,low,['caption'],,https://www.instagram.com/p/DRhlxAwkXhQ/,https://www.instagram.com/p/DRhlxAwkXhQ/,,CDN URL - expires after few hours/days,thevaultloungenj,https://www.instagram.com/thevaultloungenj/,Vault Rooftop Now Open ☀️,False,0,2025-11-26T15:33:20+00:00,2025-11-28T14:33:03.874293,False,,"@ The Vault All Week Long 🔥 
Dine On Any Floor ! Enjoy The 2nd Floor Lounge, Or Eat Under A Heated Rooftop 🥂 "
,2025-11-22,Saturday,,,THE POOL AFTER DARK,,NJ,,,,,fourcolorzack,party,,,high,['caption'],,https://www.instagram.com/p/DRXazP6D6cm/,https://www.instagram.com/p/DRXazP6D6cm/,,CDN URL - expires after few hours/days,poolafterdark,https://www.instagram.com/poolafterdark/,THE POOL AFTER DARK,False,0,2025-11-22T16:45:07+00:00,2025-11-28T14:33:06.239437,False,,All smiles 😁 for the return of @fourcolorzack TONIGHT under the dome 🎉🪩 
Latin Industry Night,2025-11-20,Thursday,22:00,,THE POOL AFTER DARK,,NJ,,,,,Don Miguelo,party,,Link in Bio,high,['caption'],,https://www.instagram.com/p/DRSROHUgpW2/,https://www.instagram.com/p/DRSROHUgpW2/,,CDN URL - expires after few hours/days,poolafterdark,https://www.instagram.com/poolafterdark/,THE POOL AFTER DARK,False,0,2025-11-20T16:45:12+00:00,2025-11-28T14:33:07.421958,False,,TONIGHT 🇩🇴 @donmiguelo takes over for Latin Industry Night 🔥 Doors at 10PM - Link in Bio for Tickets & VIP 🔗 
DAYSHIFT 30+ Party,2025-11-29,Saturday,,,House of Independents,Asbury Park,NJ,Central,,,"30+ ONLY. Let’s dance, mingle, and make Saturday unforgettable. Good music. Good energy. Good people.",,party,30+,https://HouseofIndependents.com,high,['caption'],,https://www.instagram.com/p/DRf6_6eEQSf/,https://www.instagram.com/p/DRf6_6eEQSf/,,CDN URL - expires after few hours/days,houseofindependents,https://www.instagram.com/houseofindependents/,House of Independents,False,0,2025-11-26T00:00:00+00:00,2025-11-28T14:33:11.417643,False,,"DAYSHIFT 30+ Party returns THIS SATURDAY! 🎉🪩 Asbury Park, we’re turning House of Independents into the ultimate day-to-night vibe for the grown crowd! 😎

Good music. Good energy. Good people.
30+ ONLY. Let’s dance, mingle, and make Saturday unforgettable. 🥂🎶

🎟️ FEW TICKETS LEFT!
👉 HouseofIndependents.com "
Live jazz music,,,,,Encore Speakeasy,Madison,NJ,North,,,Live jazz music six days a week.,,concert,,,medium,['caption'],,https://www.instagram.com/p/DQcsUMPEk5i/,https://www.instagram.com/p/DQcsUMPEk5i/,,CDN URL - expires after few hours/days,thejerseyygirlguide,https://www.instagram.com/thejerseyygirlguide/,The Jersey Girl Guide,False,0,2025-10-30T21:24:13+00:00,2025-11-28T14:33:11.729050,False,weekly,"Our next stop is @encorespeakeasy in Madison, NJ! This secret spot is inside of @shanghaijazznj – a world renouned jazz bar right here in NJ! Upstairs is a gorgeous restaurant & bar that hosts live jazz music six days a week, and then you can be escorted downstairs into the speakeasy! 

This is an incredible retro, artistic, and charming space with a full bar, beautiful and comfy seating, games, take a book / leave a book section, and tons of fun! They have live music down here as well, and the  "
Live music,,,,,Encore Speakeasy,Madison,NJ,North,,,Live music at the speakeasy.,,concert,,,medium,['caption'],,https://www.instagram.com/p/DQcsUMPEk5i/,https://www.instagram.com/p/DQcsUMPEk5i/,,CDN URL - expires after few hours/days,thejerseyygirlguide,https://www.instagram.com/thejerseyygirlguide/,The Jersey Girl Guide,False,0,2025-10-30T21:24:13+00:00,2025-11-28T14:33:11.729073,False,weekly,"Our next stop is @encorespeakeasy in Madison, NJ! This secret spot is inside of @shanghaijazznj – a world renouned jazz bar right here in NJ! Upstairs is a gorgeous restaurant & bar that hosts live jazz music six days a week, and then you can be escorted downstairs into the speakeasy! 

This is an incredible retro, artistic, and charming space with a full bar, beautiful and comfy seating, games, take a book / leave a book section, and tons of fun! They have live music down here as well, and the  "
Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive,2025-11-26,Wednesday,,,,Bloomfield,NJ,North,,Free with donation,Donate to the Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive and receive a complimentary acupuncture treatment.  Runs every Wednesday through December 17.,,Food Drive,,,high,['caption'],,https://www.instagram.com/p/DRVVKm9kvHN/,https://www.instagram.com/p/DRVVKm9kvHN/,,CDN URL - expires after few hours/days,bloomfieldcenter,https://www.instagram.com/bloomfieldcenter/,Bloomfield Center Alliance,False,0,2025-11-21T21:17:24+00:00,2025-11-28T14:33:12.320680,False,weekly,"Support @esatmedu ‘s annual food drive ever Wednesday through December 17!

-

The Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive is committed to making a positive impact in our community. By donating, you not only help those in need but also receive a complimentary acupuncture treatment. This initiative highlights our dedication to social responsibility and community engagement. Join us in making a difference—donate today and book your appointment at 973-746-2848. Of "
Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive,2025-12-03,Wednesday,,,,Bloomfield,NJ,North,,Free with donation,Donate to the Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive and receive a complimentary acupuncture treatment.  Runs every Wednesday through December 17.,,Food Drive,,,high,['caption'],,https://www.instagram.com/p/DRVVKm9kvHN/,https://www.instagram.com/p/DRVVKm9kvHN/,,CDN URL - expires after few hours/days,bloomfieldcenter,https://www.instagram.com/bloomfieldcenter/,Bloomfield Center Alliance,False,0,2025-11-21T21:17:24+00:00,2025-11-28T14:33:12.320702,False,weekly,"Support @esatmedu ‘s annual food drive ever Wednesday through December 17!

-

The Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive is committed to making a positive impact in our community. By donating, you not only help those in need but also receive a complimentary acupuncture treatment. This initiative highlights our dedication to social responsibility and community engagement. Join us in making a difference—donate today and book your appointment at 973-746-2848. Of "
Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive,2025-12-10,Wednesday,,,,Bloomfield,NJ,North,,Free with donation,Donate to the Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive and receive a complimentary acupuncture treatment.  Runs every Wednesday through December 17.,,Food Drive,,,high,['caption'],,https://www.instagram.com/p/DRVVKm9kvHN/,https://www.instagram.com/p/DRVVKm9kvHN/,,CDN URL - expires after few hours/days,bloomfieldcenter,https://www.instagram.com/bloomfieldcenter/,Bloomfield Center Alliance,False,0,2025-11-21T21:17:24+00:00,2025-11-28T14:33:12.320716,False,weekly,"Support @esatmedu ‘s annual food drive ever Wednesday through December 17!

-

The Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive is committed to making a positive impact in our community. By donating, you not only help those in need but also receive a complimentary acupuncture treatment. This initiative highlights our dedication to social responsibility and community engagement. Join us in making a difference—donate today and book your appointment at 973-746-2848. Of "
Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive,2025-12-17,Wednesday,,,,Bloomfield,NJ,North,,Free with donation,Donate to the Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive and receive a complimentary acupuncture treatment.  Runs every Wednesday through December 17.,,Food Drive,,,high,['caption'],,https://www.instagram.com/p/DRVVKm9kvHN/,https://www.instagram.com/p/DRVVKm9kvHN/,,CDN URL - expires after few hours/days,bloomfieldcenter,https://www.instagram.com/bloomfieldcenter/,Bloomfield Center Alliance,False,0,2025-11-21T21:17:24+00:00,2025-11-28T14:33:12.320725,False,weekly,"Support @esatmedu ‘s annual food drive ever Wednesday through December 17!

-

The Eastern School of Acupuncture and Traditional Medicine’s Annual Food Drive is committed to making a positive impact in our community. By donating, you not only help those in need but also receive a complimentary acupuncture treatment. This initiative highlights our dedication to social responsibility and community engagement. Join us in making a difference—donate today and book your appointment at 973-746-2848. Of "
