INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR
JBAAR_NPL,CONVERSATION WITH RAIN PRYOR,2026-02-07,,"JAMES BROWN AFRICAN AMERICAN ROOM, 2ND FLOOR. 5 WASHINGTON ST. NEWARK, NJ 07102",NEWARK,NORTH,JOIN RAIN PRYOR FOR A CONVERSATION AT THE OPENING EVENT!,HTTPS://WWW.INSTAGRAM.COM/P/DUWT_Y4ISTI/,HTTPS://SCONTENT-ATL3-2.CDNINSTAGRAM.COM/V/T51.2885-15/626194579_18090058592102705_7635136690004160486_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ATL3-2.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QEGFJH4AVOQ3XLBPRUNBCLPRY1CREKHMD7DVHUNIKDTJCS7RNM5LPP3_BXKI-2AHSU&_NC_OHC=H4LAVK5HDWSQ7KNVWFDBOYU&_NC_GID=4GGFLTU7WPKZOYEETBQN6A&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFV7B227ZMKD8K1OSHAKPAKHRXMLXEO5YPJHL7PMBO0HNQ&OE=698AC660&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWT_Y4ISTI/,HTTPS://WWW.INSTAGRAM.COM/JBAAR_NPL/,CONVERSATION,JBAAR // NEWARK PUBLIC LIBRARY,JOIN US FOR THE OPENING EVENT! A CONVERSATION WITH RAIN PRYOR.,RAIN PRYOR,,0.95,3825332880344271688,True,True
JBAAR_NPL,THE ONE AND ONLY DICK GREGORY FILM SCREENING AND DISCUSSION,2026-02-14,,"JAMES BROWN AFRICAN AMERICAN ROOM, 2ND FLOOR. 5 WASHINGTON ST. NEWARK, NJ 07102",NEWARK,NORTH,DON'T MISS THE FILM SCREENING AND DISCUSSION WITH DR. CHRISTIAN GREGORY AND LARRY HAMM!,HTTPS://WWW.INSTAGRAM.COM/P/DUWT_Y4ISTI/,HTTPS://SCONTENT-ATL3-2.CDNINSTAGRAM.COM/V/T51.2885-15/626194579_18090058592102705_7635136690004160486_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ATL3-2.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QEGFJH4AVOQ3XLBPRUNBCLPRY1CREKHMD7DVHUNIKDTJCS7RNM5LPP3_BXKI-2AHSU&_NC_OHC=H4LAVK5HDWSQ7KNVWFDBOYU&_NC_GID=4GGFLTU7WPKZOYEETBQN6A&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFV7B227ZMKD8K1OSHAKPAKHRXMLXEO5YPJHL7PMBO0HNQ&OE=698AC660&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUWT_Y4ISTI/,HTTPS://WWW.INSTAGRAM.COM/JBAAR_NPL/,FILM SCREENING,JBAAR // NEWARK PUBLIC LIBRARY,THE ONE AND ONLY DICK GREGORY FILM SCREENING AND DISCUSSION WITH DR. CHRISTIAN GREGORY AND LARRY HAMM,DR. CHRISTIAN GREGORY AND LARRY HAMM,,0.95,3825332880344271688,True,True
LABXNJ,GRAND OPENING,2025-12-05,,LAB X NJ,CARTERET,CENTRAL,CELEBRATE THE GRAND OPENING OF LAB X NJ ON DECEMBER 5TH!,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://SCONTENT-CDG4-1.CDNINSTAGRAM.COM/V/T51.2885-15/608930707_17874567771469469_1216681195827550976_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-CDG4-1.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QHAYSFQIM1TCOYBE3B5TLOYHYLIH8SEBGKEGDWYNA2MKFDI_EQSSW6PP2ARIBGTNHI&_NC_OHC=NCWZBL_CSCUQ7KNVWFMKXAX&_NC_GID=OYYGDK8KJQLINHJFOHZVJQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUIHBOLX_WVM7NEF6-GGIZAFWGREHOTS9QXK_2GL2AK7A&OE=698AE4C6&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://WWW.INSTAGRAM.COM/LABXNJ/,GRAND OPENING,LAB X BY XPERIENCE,GRAND OPENING EVENT.,,,0.95,3779595495426421661,True,False
LABXNJ,HAPPY HOUR,2025-12-08,4:00 PM,LAB X NJ,CARTERET,CENTRAL,ENJOY HAPPY HOUR SPECIALS AT LAB X NJ EVERY MONDAY-FRIDAY FROM 4-8PM!,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://SCONTENT-CDG4-1.CDNINSTAGRAM.COM/V/T51.2885-15/608930707_17874567771469469_1216681195827550976_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-CDG4-1.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QHAYSFQIM1TCOYBE3B5TLOYHYLIH8SEBGKEGDWYNA2MKFDI_EQSSW6PP2ARIBGTNHI&_NC_OHC=NCWZBL_CSCUQ7KNVWFMKXAX&_NC_GID=OYYGDK8KJQLINHJFOHZVJQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUIHBOLX_WVM7NEF6-GGIZAFWGREHOTS9QXK_2GL2AK7A&OE=698AE4C6&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://WWW.INSTAGRAM.COM/LABXNJ/,HAPPY HOUR,LAB X BY XPERIENCE,HAPPY HOUR SPECIALS.,,,0.95,3779595495426421661,True,False
LABXNJ,HAPPY HOUR,2025-12-09,4:00 PM,LAB X NJ,CARTERET,CENTRAL,ENJOY HAPPY HOUR SPECIALS AT LAB X NJ EVERY MONDAY-FRIDAY FROM 4-8PM!,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://SCONTENT-CDG4-1.CDNINSTAGRAM.COM/V/T51.2885-15/608930707_17874567771469469_1216681195827550976_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-CDG4-1.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QHAYSFQIM1TCOYBE3B5TLOYHYLIH8SEBGKEGDWYNA2MKFDI_EQSSW6PP2ARIBGTNHI&_NC_OHC=NCWZBL_CSCUQ7KNVWFMKXAX&_NC_GID=OYYGDK8KJQLINHJFOHZVJQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUIHBOLX_WVM7NEF6-GGIZAFWGREHOTS9QXK_2GL2AK7A&OE=698AE4C6&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://WWW.INSTAGRAM.COM/LABXNJ/,HAPPY HOUR,LAB X BY XPERIENCE,HAPPY HOUR SPECIALS.,,,0.95,3779595495426421661,True,False
LABXNJ,HAPPY HOUR,2025-12-10,4:00 PM,LAB X NJ,CARTERET,CENTRAL,ENJOY HAPPY HOUR SPECIALS AT LAB X NJ EVERY MONDAY-FRIDAY FROM 4-8PM!,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://SCONTENT-CDG4-1.CDNINSTAGRAM.COM/V/T51.2885-15/608930707_17874567771469469_1216681195827550976_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-CDG4-1.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QHAYSFQIM1TCOYBE3B5TLOYHYLIH8SEBGKEGDWYNA2MKFDI_EQSSW6PP2ARIBGTNHI&_NC_OHC=NCWZBL_CSCUQ7KNVWFMKXAX&_NC_GID=OYYGDK8KJQLINHJFOHZVJQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUIHBOLX_WVM7NEF6-GGIZAFWGREHOTS9QXK_2GL2AK7A&OE=698AE4C6&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://WWW.INSTAGRAM.COM/LABXNJ/,HAPPY HOUR,LAB X BY XPERIENCE,HAPPY HOUR SPECIALS.,,,0.95,3779595495426421661,True,False
LABXNJ,HAPPY HOUR,2025-12-11,4:00 PM,LAB X NJ,CARTERET,CENTRAL,ENJOY HAPPY HOUR SPECIALS AT LAB X NJ EVERY MONDAY-FRIDAY FROM 4-8PM!,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://SCONTENT-CDG4-1.CDNINSTAGRAM.COM/V/T51.2885-15/608930707_17874567771469469_1216681195827550976_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-CDG4-1.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QHAYSFQIM1TCOYBE3B5TLOYHYLIH8SEBGKEGDWYNA2MKFDI_EQSSW6PP2ARIBGTNHI&_NC_OHC=NCWZBL_CSCUQ7KNVWFMKXAX&_NC_GID=OYYGDK8KJQLINHJFOHZVJQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUIHBOLX_WVM7NEF6-GGIZAFWGREHOTS9QXK_2GL2AK7A&OE=698AE4C6&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://WWW.INSTAGRAM.COM/LABXNJ/,HAPPY HOUR,LAB X BY XPERIENCE,HAPPY HOUR SPECIALS.,,,0.95,3779595495426421661,True,False
LABXNJ,HAPPY HOUR,2025-12-12,4:00 PM,LAB X NJ,CARTERET,CENTRAL,ENJOY HAPPY HOUR SPECIALS AT LAB X NJ EVERY MONDAY-FRIDAY FROM 4-8PM!,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://SCONTENT-CDG4-1.CDNINSTAGRAM.COM/V/T51.2885-15/608930707_17874567771469469_1216681195827550976_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-CDG4-1.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QHAYSFQIM1TCOYBE3B5TLOYHYLIH8SEBGKEGDWYNA2MKFDI_EQSSW6PP2ARIBGTNHI&_NC_OHC=NCWZBL_CSCUQ7KNVWFMKXAX&_NC_GID=OYYGDK8KJQLINHJFOHZVJQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUIHBOLX_WVM7NEF6-GGIZAFWGREHOTS9QXK_2GL2AK7A&OE=698AE4C6&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DRZ0HPZJVOD/,HTTPS://WWW.INSTAGRAM.COM/LABXNJ/,HAPPY HOUR,LAB X BY XPERIENCE,HAPPY HOUR SPECIALS.,,,0.95,3779595495426421661,True,False
VIRALVIXENZ_,CASTING CALL,2026-01-20,,NEW JERSEY,NEW JERSEY,,"JOIN VIRAL VIXENZ AND GAIN EXPOSURE, GIGS, AND ACCESS TO ALL THEIR EVENTS!",HTTPS://WWW.INSTAGRAM.COM/P/DTVV-L2GXHJ/,HTTPS://SCONTENT-LGA3-3.CDNINSTAGRAM.COM/V/T51.2885-15/618541039_1629054211608892_2256330648946455103_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-LGA3-3.CDNINSTAGRAM.COM&_NC_CAT=104&_NC_OC=Q6CZ2QF8YDCJBJKAUZLYCULR-7UXROY55UVEUH7J3KUS5CMDAKDLQOKQBCZIOPSTQ6LQGJC&_NC_OHC=1WILK2JHEIWQ7KNVWE-A4VU&_NC_GID=MZDXYVZVPJ7ESQWNRFEPZQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT8XEP9QW7ORSXTIWYPUQ9GHYHI0KY1YEUOE3MQGW6LCG&OE=698AB79C&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DTVV-L2GXHJ/,HTTPS://WWW.INSTAGRAM.COM/VIRALVIXENZ_/,CASTING CALL,FEMALE CONTENT GROUP,"CALLING ALL VIXENZ: ARTISTS, CONTENT CREATORS, BARTENDERS, AND ENTREPRENEURS! TEXT 'VIXEN' TO 908-992-5422 WITH A PHOTO AND YOUR INSTAGRAM HANDLE.",,,0.95,3814478390925293641,True,False
DUKE201,IF YOU WANT IT,2026-02-06,10:00 PM,3 LEVELS LOUNGE,NEWARK,NORTH,GET READY TO GROOVE WITH IF YOU WANT IT AT 3 LEVELS LOUNGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUQ8O6QKZ7Y/,HTTPS://SCONTENT-ORD5-3.CDNINSTAGRAM.COM/V/T51.2885-15/627647869_18563522626040913_6066088823560476411_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ORD5-3.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QFCZJMBOFQU7JGHJXUMEYLW_WRKLZFJ3LKHJRZVPJ05AIM4BEPC6YG69ZKMLS_2FZ8&_NC_OHC=C0ZYT-4DP28Q7KNVWHYEV1V&_NC_GID=P4KXODOMUQX6XHYC-KZMLA&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSZR1VBU4OZSXMQXJE-EF4FZC_UIEI7RWKXBBJDWGIXAW&OE=698AD282&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUQ8O6QKZ7Y/,HTTPS://WWW.INSTAGRAM.COM/DUKE201/,PARTY/DJ NIGHT,DUJUAN(THE ONE),MUSIC BY DJ BAM IDJT REAL & DJ J NICE. BIRTHDAYS AND SECTIONS CONTACT @DJRYDEOUT @DRIPAVELLI ATM @DUKE201,"DJ BAM IDJT REAL, DJ J NICE",,0.95,3823822778198499058,True,True
JALADANAE,OPEN HEART POETRY EVENT,2026-02-02,,,,,DON'T MISS THE NEXT OPEN HEART POETRY EVENT!,HTTPS://WWW.INSTAGRAM.COM/P/DUPBGVBLFLW/,HTTPS://SCONTENT-SJC3-1.CDNINSTAGRAM.COM/V/T51.2885-15/624898839_1256530286377946_2625850273105123939_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-SJC3-1.CDNINSTAGRAM.COM&_NC_CAT=102&_NC_OC=Q6CZ2QGQVLHSUO5BQS9EHJQFDXOQBH_1LBEIN2-RAWCBAWG4PH4CN-ASF0R5DCL5EGJTJGQ&_NC_OHC=6LAJQACWUOEQ7KNVWG373QN&_NC_GID=11MBCFWNHJODUTGNYLCQQW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSWQ99SUSZUGMZZXTGZQFPJCE4PMV8EFUGZ22V4EJUA-Q&OE=698ACA8C&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUPBGVBLFLW/,HTTPS://WWW.INSTAGRAM.COM/JALADANAE/,POETRY,,ENCOUNTER AT OPEN HEART POETRY,,,0.95,3823279469952891222,False,False
ORANGESMAPLEWOOD,BLACK HISTORY MONTH SCHOLARSHIP DINNER,2026-02-05,6:00 PM,WOHS TARNOFF CAFETERIA,WEST ORANGE,ESSEX,"CELEBRATE BLACK HISTORY MONTH WITH DINNER, PERFORMANCES, AND GUEST SPEAKERS!",HTTPS://WWW.INSTAGRAM.COM/P/DUYOEXKGLG7/,HTTPS://SCONTENT-LGA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/629816277_18094851044483509_421718042819169376_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-LGA3-2.CDNINSTAGRAM.COM&_NC_CAT=101&_NC_OC=Q6CZ2QHRCZPXLIRQ2YAPOZ6VEA89F1DK1U4HGIQXCSYPWOAXTRAJ1LUEXTOEOWUODJUUTS8&_NC_OHC=V-GHWBHOK0AQ7KNVWHTD_EV&_NC_GID=MVQ121H_D_HO8NMEAQCMQQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSTVMUALDRGETYXWTXME1TUMJIDJ7XZW3HCKQYEREFNKG&OE=698AB964&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUYOEXKGLG7/,HTTPS://WWW.INSTAGRAM.COM/ORANGESMAPLEWOOD/,DINNER,NAACP: ORANGES & MAPLEWOOD,"JOIN US FOR OUR CELEBRATION. PLEASE DRESS IN RED, GREEN, OR YELLOW.","AWARD WINNING STEP TEAM, AWARD WINNING JAZZ BAND & JUBILEE CHOIR, POEMS FROM OUR TALENTED STUDENT WRITERS, DR. KERI ORANGE-JONES, DR. JACKIE BLANTON",$5,0.95,3825984133415352379,True,False
OFFICIALBLACKWALLSTREET,JUDGE HANIF JOHNSON PROFILE,2026-02-03,,,,,READ ABOUT JUDGE HANIF JOHNSON'S INSPIRING JOURNEY OF RESILIENCE AND REDEMPTION.,HTTPS://WWW.INSTAGRAM.COM/P/DUTTRY4EMP2/,HTTPS://INSTAGRAM.FSJC1-3.FNA.FBCDN.NET/V/T51.2885-15/627648112_18572187982056214_5574349328725088496_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=INSTAGRAM.FSJC1-3.FNA.FBCDN.NET&_NC_CAT=110&_NC_OC=Q6CZ2QECUO_KRPTKL14E4TXD_71QR-ONXWL-6XJJXX_6XTLSZJOLEZAN0UTKI-L2S0EBGJK&_NC_OHC=5VHJMN05RPAQ7KNVWF0_GZX&_NC_GID=IKVZPCGMYNSXRPMISHOAAG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFS6JEUBQLQLBBJ9YSO_NFSZOWRGJJURDP-MUIETSQDLMG&OE=698ABA86&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTTRY4EMP2/,HTTPS://WWW.INSTAGRAM.COM/OFFICIALBLACKWALLSTREET/,PROFILE,OFFICIAL BLACK WALL STREET,"A STORY ABOUT JUDGE HANIF JOHNSON'S JOURNEY FROM A TROUBLED PAST TO BECOMING THE YOUNGEST MAGISTRATE JUDGE IN PENNSYLVANIA, HIGHLIGHTING HIS COMMUNITY LEADERSHIP AND EMPATHY.",,,0.95,3824487053099428470,True,False
MONTCLAIRJAZZFEST,GRAMMY AWARDS VIEWING PARTY,2026-02-01,8:00 PM,,MONTCLAIR,NORTH,CELEBRATE GRAMMY NOMINEES CONNECTED TO THE MONTCLAIR JAZZ FESTIVAL!,HTTPS://WWW.INSTAGRAM.COM/P/DUGN_FQCIHT/,HTTPS://SCONTENT-ATL3-3.CDNINSTAGRAM.COM/V/T39.30808-6/617527658_1751842952636073_2796242428572482173_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=SCONTENT-ATL3-3.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QH7NDJARUT7KRLPDDTHOPCS8QJYTDNV34ELYIQGHMZB6-2B9KPMDRBVPX1BH6-1Y-C&_NC_OHC=JS4B5HUKVNKQ7KNVWETSX9-&_NC_GID=KVJYKSDD_H1PGD5D5UTM7W&EDM=APS17CUAAAAA&CCB=7-5&OH=00_AFTJZVN7LAXNN_IW9EEWA7ITD71KL_GQU8LQLLQK6XMYJG&OE=698AE9C4&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUGN_FQCIHT/,HTTPS://WWW.INSTAGRAM.COM/MONTCLAIRJAZZFEST/,VIEWING PARTY,MONTCLAIR JAZZ FESTIVAL,"CHEERING ON NOMINEES @CHRMCBRIDE, @SAMARAJOYSINGS, @MATTHEWWHITAKEROFFICIAL, AND @CHICKCOREA AT THE GRAMMY AWARDS.",,,0.95,3820802843876034669,True,False
NEWARKLIBRARY,DELAYED OPENING - MAIN BRANCH,2026-02-02,12:00 PM,MAIN BRANCH OF THE NEWARK PUBLIC LIBRARY,NEWARK,NORTH,"THE MAIN BRANCH WILL HAVE A DELAYED OPENING AT 12:00 PM ON MONDAY, FEBRUARY 2, 2026.",HTTPS://WWW.INSTAGRAM.COM/P/DUJDJNEEE4E/,HTTPS://SCONTENT-ORD5-3.CDNINSTAGRAM.COM/V/T51.2885-15/624666819_18375259531092792_7483843366372880780_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=SCONTENT-ORD5-3.CDNINSTAGRAM.COM&_NC_CAT=100&_NC_OC=Q6CZ2QEN9STFVJZSXBVTQWUUMJEE-GPIQ5BFRTWBD9HIX7K5ZYKBGTGZJSSQ_NGLESIIYGG&_NC_OHC=D_TSLUWF_5QQ7KNVWFDWSNA&_NC_GID=QSBMO3RGBLOKCGAQLZFGAG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVMN400Q0Y2GDCHICJD3GL2NQ9BUNW9MDJGBYDZCG0CXQ&OE=698ACDD8&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUJDJNEEE4E/,HTTPS://WWW.INSTAGRAM.COM/NEWARKLIBRARY/,OTHER,NEWARK PUBLIC LIBRARY,DELAYED OPENING FOR STAFF DEVELOPMENT,,,0.95,3821713934651616772,True,False
MONTCLAIRJAZZFEST,BLACK HISTORY MONTH CELEBRATION,2026-02-01,,,,,"CELEBRATE THE ARTISTS, INNOVATORS, AND CULTURAL ROOTS THAT KEEP JAZZ ALIVE AND THRIVING THIS BLACK HISTORY MONTH!",HTTPS://WWW.INSTAGRAM.COM/P/DUQXADXJAG4/,HTTPS://SCONTENT-LGA3-2.CDNINSTAGRAM.COM/V/T39.30808-6/625094337_1761992454954456_4508572869643272548_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=SCONTENT-LGA3-2.CDNINSTAGRAM.COM&_NC_CAT=100&_NC_OC=Q6CZ2QE79IL1UPA1BYLRIVYV6SWBGH_B4G-97ZZNXPWTUDWF6K72WPK9GPBJLILQRYH7WZS&_NC_OHC=GEXBQUAEYNIQ7KNVWF6D8M5&_NC_GID=M_-NRJQNVI7_14EQKCJJ_G&EDM=APS17CUAAAAA&CCB=7-5&OH=00_AFVAEASJZLGY0WDNDGW0O0EYJ8ZZAIWEVYDH5323RDN2DQ&OE=698AE6CA&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUQXADXJAG4/,HTTPS://WWW.INSTAGRAM.COM/MONTCLAIRJAZZFEST/,CELEBRATION,MONTCLAIR JAZZ FESTIVAL,"CELEBRATING BLACK HISTORY MONTH WITH THE HISTORY, POWER, AND LEGACY OF JAZZ.",,,0.95,3823771591532980280,False,False
BISHOP_HILLIARD,OPEN HEART POETRY - SEASON 2,2026-01-30,,CATHEDRAL INTERNATIONAL,NJ,,"EXPERIENCE THE MOVING POWER OF OPEN HEART POETRY, WHERE CREATIVITY AND FAITH CONVERGE.",HTTPS://WWW.INSTAGRAM.COM/P/DUL8JQ6D-LP/,HTTPS://INSTAGRAM.FSJC1-3.FNA.FBCDN.NET/V/T51.2885-15/625022562_18569178160054575_1802298372252395745_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=INSTAGRAM.FSJC1-3.FNA.FBCDN.NET&_NC_CAT=103&_NC_OC=Q6CZ2QFHBU72K0KIYMFCNFYKRUI_HXVZUD4HUH31WMIOOA5GYI3HFZB-GMIA4AHCR4H5WHQ&_NC_OHC=KH8ERCK3888Q7KNVWFSUS5H&_NC_GID=SC1O3FLBYVA9JNNILVFZXW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSQ2SW2QXIMPKPAPOISHUIFP_IVJNC4BSDKROIMCWEW1A&OE=698ABFCE&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUL8JQ6D-LP/,HTTPS://WWW.INSTAGRAM.COM/BISHOP_HILLIARD/,POETRY,DONALD HILLIARD JR.,OPEN-HEART POETRY EVENT,,,0.95,3822413228173943529,True,False
OPENHEARTPOETRY__,OPEN HEART POETRY ANNIVERSARY CELEBRATION,2026-01-30,,,,,CELEBRATE TWO YEARS OF CHRIST & CREATIVITY AT THE OPEN HEART POETRY ANNIVERSARY!,HTTPS://WWW.INSTAGRAM.COM/P/DULHXI-JM7D/,HTTPS://SCONTENT-MIA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/625014635_775360008916411_4464166662491737825_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-MIA3-2.CDNINSTAGRAM.COM&_NC_CAT=107&_NC_OC=Q6CZ2QHTE4ZJQDOXZ0JKAJ2OLHSURNTRNC2L_-KXNFKIY-UEIQV-TM-IRVIFJIBXHNBPWFA&_NC_OHC=VZPU-5G652KQ7KNVWEHCDP3&_NC_GID=ZMKCUMHBB0TLVPRRAFBIEA&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSLBZY54PPYUOGTATVRHCD2ZRD8VBTNGHI3CUX8W_9JWQ&OE=698AD366&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DULHXI-JM7D/,HTTPS://WWW.INSTAGRAM.COM/OPENHEARTPOETRY__/,ANNIVERSARY CELEBRATION,𝐀 𝐔𝐧𝐢𝐪𝐮𝐞 𝐂𝐡𝐫𝐢𝐬𝐭𝐢𝐚𝐧 𝐎𝐩𝐞𝐧 𝐌𝐢𝐜 𝐄𝐧𝐜𝐨𝐮𝐧𝐭𝐞𝐫,CELEBRATING 2 YEARS WITH OPEN HEART POETRY,,,0.95,3822297221182680797,True,False
OPENHEARTPOETRY__,OPEN HEART POETRY: BLACK HISTORY MONTH - OUR STORY THROUGH THE CROSS,2026-02-27,8:00 PM,HIGHER GROUND INTERNATIONAL,PHILADELPHIA,,CELEBRATE BLACK HISTORY MONTH WITH POWERFUL POETRY AND CHRISTIAN EXPRESSION AT OPEN HEART POETRY!,HTTPS://WWW.INSTAGRAM.COM/P/DUUELJFDHKP/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/627052667_17988925007929717_5223780132346784950_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=101&_NC_OC=Q6CZ2QHKT1BU9LOQ3HR9HIBI6-C35EZYKU_L008TG4MVTN5YW3EXWAP_6YVHKP0KCNX9SWM&_NC_OHC=HYAEK1NQ9B4Q7KNVWELO-N6&_NC_GID=NBCEF9LQ16BXOVCRLYFFXG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSW24JPQYHAKUKZCDM6RJF0A74THXKPF1KYGHMNYR7SCA&OE=698AC983&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUUELJFDHKP/,HTTPS://WWW.INSTAGRAM.COM/OPENHEARTPOETRY__/,OPEN MIC,𝐀 𝐔𝐧𝐢𝐪𝐮𝐞 𝐂𝐡𝐫𝐢𝐬𝐭𝐢𝐚𝐧 𝐎𝐩𝐞𝐧 𝐌𝐢𝐜 𝐄𝐧𝐜𝐨𝐮𝐧𝐭𝐞𝐫,BLACK HISTORY MONTH: OUR STORY THROUGH THE CROSS. DRESS CODE: ALL BLACK,,,0.95,3824702156016849551,True,False
