event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Besties In Color Sing-A-Long Brunch,2026-03-29,1:00 PM,VERA BAR GRILL NIGHTCLUB,CHERRY HILL,South,Grab your besties and sing your heart out at this colorful brunch!,Brunch,"Ladies, get ready to sing the best hits from every era of time, from throwbacks to today's anthems. This is not your quiet brunch. This is laughter, sisterhood, and main character vibes all afternoon. Cute & colorful fits, selfie ready, and bestie energy activated. Hosted by Kimberly D. Williams.",Kimberly D. Williams,$15 (Early Bird),0.9,expressions33,https://www.instagram.com/p/DVMFdwoEQR9/,https://scontent-phx1-1.cdninstagram.com/v/t51.82787-15/642133428_18570533074032399_9009942679786032569_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QF_aYaolgGjlwGPoxQU1D8fobOJOsEvc5BTxAF_mX18-VgjdBOsMf-1u7MoQMSlNzw&_nc_ohc=2uF1IwFH7P4Q7kNvwE8AOH5&_nc_gid=rHS4aN0cXLty_-WjUW9RQg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu9_wEIc8IZtNaJUF3qLh4nDs6-MwDufTDQ-1dk9XZIPw&oe=69A59069&_nc_sid=10d13b,https://www.instagram.com/p/DVMFdwoEQR9/,https://www.instagram.com/expressions33/,Kimberly D. Williams,3840468617549382781,True,False
Kane Brown Concert,2027-04-24,,Hard Rock Atlantic City,Atlantic City,South,Get ready for an electrifying night with Kane Brown at Hard Rock Atlantic City!,Concert,Kane Brown is coming to Hard Rock Atlantic City.,Kane Brown,,0.9,hardrockhcac,https://www.instagram.com/p/DU--VTeASGS/,https://instagram.fsac1-1.fna.fbcdn.net/v/t51.71878-15/639729545_1562579085005171_6115110251234229067_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fsac1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QGEfa0Hs9_mx7mMrutm4-L0JrSn_EUodL28hfpyZoskVnPR0nZUr67GczmOHtLRyQ0&_nc_ohc=mbcuga2LcrUQ7kNvwGl8kiH&_nc_gid=Kex9k3kM2CmTBauNIvmECQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuaMd--R0kPJfswrJyAntV1jy1AIVAJY3uBqJcp6S89Ig&oe=69A580D8&_nc_sid=10d13b,https://www.instagram.com/p/DU--VTeASGS/,https://www.instagram.com/hardrockhcac/,Hard Rock Atlantic City,3836778075463426450,False,False
THE HAKIM GREEN SHOW!,2026-02-23,8:30 PM,"HAKIM GREEN Facebook, IG and MAD IZM YOUTUBE",,,Don't miss The Hakim Green Show discussing FBA Foundational Black Americans tonight!,Discussion/Show,"Discussing FBA Foundational Black Americans with special guest TURTLE GANG. Tune in on HAKIM GREEN Facebook, IG and MAD IZM YOUTUBE or hit the link in the bio!","Hakim Green, TURTLE GANG",,0.9,hakimgreen,https://www.instagram.com/p/DVFEuUZER-M/,https://scontent-den2-1.cdninstagram.com/v/t51.71878-15/642489255_939676768574073_5892880561433161723_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QEKGCV0Eddep0-bAbnsRWLASQApv1L8VU94Byqr3EjtgZKgKSwrjPGkztcGMaBegLY&_nc_ohc=s2ffZu0PcuMQ7kNvwHq1vyE&_nc_gid=_4F-TTJ7i3PvekpynaWuRw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuMNeTp7fvZ5F5CgZTpnvvhdRreyHGS7wZG5fEtU8U3UA&oe=69A59901&_nc_sid=10d13b,https://www.instagram.com/p/DVFEuUZER-M/,https://www.instagram.com/hakimgreen/,Hakim Green,3838495032580579212,True,False
Party Hosting,2026-02-25,,Hometown Arcade NJ,Unknown,Unknown,Host your next kid's party at a retro-cool arcade with a lounge!,Party,"They host parties. Great place for your kid who wants to celebrate, invite some friends, keep it low key, and chill. Let the kids play. Sit and sip. Play some Pictionary. It's fun for everyone.",,,0.7,nyc_mami_on_the_move_nynjpact,https://www.instagram.com/p/DVMBbiBjR5_/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/640928870_2119503602216236_760827039862360754_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHKNr_gin4ASZpS1cHbc-P3rGPKBj5aGKseVLSlgm-P8eOSzO8BB-hvoIKEXVD93KI&_nc_ohc=ebylUu_Q4SUQ7kNvwGzeCKu&_nc_gid=Avot8UKWnY13V2iTwZ50Gw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvBgg6mznBVSCXs2-UAH-1nNQhM6QFdo6XZtQIBNBlorw&oe=69A58C5A&_nc_sid=10d13b,https://www.instagram.com/p/DVMBbiBjR5_/,https://www.instagram.com/nyc_mami_on_the_move_nynjpact/,NYC Mamí on the Move,3840450872245821055,True,False
Invest Fest 2026 Pitch Competition,2026-02-24,,Invest Fest 2026,,,Apply for a life-changing opportunity to get $125K invested in your tech startup!,Pitch Competition,Legendary VC investor Paul Judge is investing $125K into the next big tech founder at Invest Fest 2026. All tech-driven entrepreneurs are welcome to apply — no matter your business size or experience. Submissions are open NOW and close on April 10th. To apply: Be an Invest Fest ticket holder and fill out the entry form in @investfestival bio.,Paul Judge,,0.8,earnyourleisure,https://www.instagram.com/p/DVH7hWQDkKu/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/637749084_18199010332350107_2778576478198248416_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QES48pHWvC6JwdxvNeTi0T4bjK73uEw-B0ZVXT75O8D9gnYSPj7v5rClXRoXCLZEzg&_nc_ohc=A2kqlK77_8gQ7kNvwFPGF7J&_nc_gid=aCBU2F1E_Ta9JaZLNRk1qg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuP6cG-_FBov-pI2vx0GUwnY6PAvMeOaUUcrQvbF7S0GQ&oe=69A57CC6&_nc_sid=10d13b,https://www.instagram.com/p/DVH7hWQDkKu/,https://www.instagram.com/earnyourleisure/,Earn Your Leisure,3839298983735214766,True,False
Gold medal hockey game opening for USA Men's Team,2026-02-22,8:00 AM,Multiple bars in Hoboken (all ABC regulations waived),Hoboken,North,Cheer on the USA Men's Hockey Team with early morning bar openings!,Sports Viewing,Bars will be opening at 8am to watch the gold medal hockey game with the U.S. Men's Team. ABC regulations will be waived in the morning allowing bars to serve before the 10am restriction.,,,0.9,hobohappyhours,https://www.instagram.com/p/DVC1prWgITk/,https://scontent-hou1-1.cdninstagram.com/v/t51.82787-15/639763210_18574603243035334_451992917088754053_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEoAFSVH0kHjWcaJT08a-ZS6DiOik1zacDTRODDfA2vnn3QrIjA0FybruIiG7HeUAk&_nc_ohc=77Ix6U8J69oQ7kNvwHDca-O&_nc_gid=oHqvA9pop7MCa8RgytAKDw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afv6U2FnzdsX15f4i0OFXqu3iUPU40_VEJpejRC2tQrNxw&oe=69A57EAD&_nc_sid=10d13b,https://www.instagram.com/p/DVC1prWgITk/,https://www.instagram.com/hobohappyhours/,Hoboken Happy Hours,3837865792985138404,True,False
Opening at 3 PM,2026-02-23,3:00 PM,Laurel Lanes,,South,Join us for bowling fun starting at 3 PM today!,Opening,Opening at 3 PM due to the storm.,,,0.9,laurellanesnj,https://www.instagram.com/p/DVGrM0AFLlb/,https://scontent-sea5-1.cdninstagram.com/v/t51.82787-15/638867508_18567852202060353_5620542885493679323_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHcew8KQLY32de9xL4dq9fhlnhqfpz-jPEA7u4fkEsG8pHU-YqfZgXM8RotUCFKGYU&_nc_ohc=h-xzsYReKjwQ7kNvwEzW_Hj&_nc_gid=UvMbXX0gTkHFFPGSveYyBw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsNe_PR89bcqGb97NvVrI_9rWINQ3TnpI665AfTfcZbgw&oe=69A594A1&_nc_sid=10d13b,https://www.instagram.com/p/DVGrM0AFLlb/,https://www.instagram.com/laurellanesnj/,Laurel Lanes,3838945728849557851,True,False
Monday Night Mixed League Cancelled,2026-02-23,,Laurel Lanes,,South,Monday Night Mixed League cancelled - check back for updates!,League Cancellation,The Monday Night mixed league has cancelled.,,,0.9,laurellanesnj,https://www.instagram.com/p/DVGrM0AFLlb/,https://scontent-sea5-1.cdninstagram.com/v/t51.82787-15/638867508_18567852202060353_5620542885493679323_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHcew8KQLY32de9xL4dq9fhlnhqfpz-jPEA7u4fkEsG8pHU-YqfZgXM8RotUCFKGYU&_nc_ohc=h-xzsYReKjwQ7kNvwEzW_Hj&_nc_gid=UvMbXX0gTkHFFPGSveYyBw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsNe_PR89bcqGb97NvVrI_9rWINQ3TnpI665AfTfcZbgw&oe=69A594A1&_nc_sid=10d13b,https://www.instagram.com/p/DVGrM0AFLlb/,https://www.instagram.com/laurellanesnj/,Laurel Lanes,3838945728849557851,True,False
Back to the 80’s Silent Disco,2026-03-12,,Antique Bar & Bakery,Hoboken,North,Get ready to groove at a 80's Silent Disco in Hoboken!,Silent Disco,Throw on your best retro outfit and get ready to groove to all your favorite beats! It’s perfect for a night out with friends or solo adventure!,,,0.9,hobohappyhours,https://www.instagram.com/p/DVKdI1XjkT_/,https://scontent-dfw5-1.cdninstagram.com/v/t51.71878-15/641216415_4287000124881527_1322882044679741819_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFdO1ZDxDBwFxP22B9wYwOvb5JLwZZilVemHYK2l-C6wb8fNf7i5kgveio2VahTde8&_nc_ohc=SQnupZB4rfUQ7kNvwGCSV3N&_nc_gid=hN0hTbLrOgY7G4sI3CQrGg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aft2JDSKumWKn2GnipzsspdErTejKomQc0quMShFkZHQsA&oe=69A58642&_nc_sid=10d13b,https://www.instagram.com/p/DVKdI1XjkT_/,https://www.instagram.com/hobohappyhours/,Hoboken Happy Hours,3840009782694921471,True,False
Thursday Afterwork at Noah en Vivo,2026-02-26,5:00 PM,Noah en Vivo,Newark,North,Get your R&B vibes on at Noah en Vivo every Thursday!,Happy Hour,"THURSDAY NIGHTS ARE ON 🔥
Doors open at 5 PM
Free entry for everyone, all night
1/2 Price Happy Hour Drinks til 8pm
1/2 Price Happy Hour Appetizers til 8pm
$20 Hookah til 8pm
$150 Bottle of Hennessy, Moët, Don Julio & more All Night
1/2 Price Ladies Night Drink Menu All Night
R&B vibes till 1am by Ralphie Mercado & DJ Precise
Grown & Sexy Dress Code Enforced",Ralphie Mercado & DJ Precise,"Free entry, specials on drinks, appetizers, hookah, and bottles",1.0,ilovernbvibes,https://www.instagram.com/p/DVMis0IlNbj/,https://instagram.fbcn8-1.fna.fbcdn.net/v/t51.82787-15/640406155_17912412417301111_4510352629411564918_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbcn8-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QHxjucM0Zl22ZwJ8T5fVJRTAVpCjA0jS_oS9TLgJlA8Aciqdh2LcOVjwVrpXlRMnrg&_nc_ohc=u56CQ-qHDB4Q7kNvwHEmGz-&_nc_gid=Loe8QyYQXSbr9RxVSxdmZQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvgZz9FSQxTKifOoPHhspaPr8lwcIzShk8mPFo-97BzIw&oe=69A59552&_nc_sid=10d13b,https://www.instagram.com/p/DVMis0IlNbj/,https://www.instagram.com/ilovernbvibes/,I Love R&B Vibes,3840597195457091299,True,False
Pop Up,2026-03-07,,,,,Get ready for the big one on 3/7!,Pop Up,@soundgridparty x @officially_happyhour pop up,,,0.8,djtimvu,https://www.instagram.com/p/DU8oKNdkRmM/,https://scontent-mia3-1.cdninstagram.com/v/t51.82787-15/637060136_18563253961010735_5858304906765162_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEiw8DXmUpPY0zB5LUD2sS_NBxznMA9lDDrrns-56xxu9khkoJP44VMEwY2t8fLzaw&_nc_ohc=zdLeanRNjKEQ7kNvwGkabPH&_nc_gid=PrU2Ci-49CN-XHSHdgj9Lg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfseFX9DnWpLZD5oEW-2TkI9AMpTVr6sq-GdB3Va3oLhQQ&oe=69A59447&_nc_sid=10d13b,https://www.instagram.com/p/DU8oKNdkRmM/,https://www.instagram.com/djtimvu/,𝖙𝖎𝖒 𝖛𝖚 🔗,3836117606122723724,True,False
Newark Film Works Survey Submission Deadline,2026-03-11,,,Newark,North,Submit your survey for a chance to jumpstart your film career!,Application Deadline,"The deadline to submit the Newark Film Works Survey, which offers no-cost training, technical skill development, and career placement support for those interested in a film/television career.",,,1,cityofnewarknj,https://www.instagram.com/p/DU_il19FDAB/,https://scontent-sjc3-1.cdninstagram.com/v/t51.82787-15/637712739_18563006344047531_7839184321021563780_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QEWisLWrEDQZ8yKoZIGS_VT8AkDN928yKfEKiXkPauZR9TiGOZn8vTLLH_21xaBw9o&_nc_ohc=hy0us2-jt9gQ7kNvwEjdAM_&_nc_gid=MEgUP8f2wjElQ88L64KFQg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afst5m9IS8rqK72YOHFp0fOLIbhSDj94xP_5cO1FWd0a4A&oe=69A588B9&_nc_sid=10d13b,https://www.instagram.com/p/DU_il19FDAB/,https://www.instagram.com/cityofnewarknj/,"City of Newark, NJ - City Hall",3836937541678018561,True,False
Closure due to inclement weather,2026-02-23,,Henry J. Austin Health Center locations,,,Stay informed about potential closures at Henry J. Austin Health Center due to weather!,closure,"All Henry J. Austin Health Center locations, including the Pharmacy, are closed on Monday, February 23, 2026, due to inclement weather.",,,1,hjahc,https://www.instagram.com/p/DVB7J8Sjxqa/,https://scontent-iad3-2.cdninstagram.com/v/t39.30808-6/640581538_1515052573961394_7222235697276810266_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFhc_vDfs4UpwucdsEg9Z7d-OF4IuOrjdT7-0V0ORM53lj93424ym9RC9-V06EosAQ&_nc_ohc=aJsgP7m2_WIQ7kNvwGy1aQc&_nc_gid=HFdGJqR2M_xdcDdOh-Ze4w&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfsMT97L23ujCmP_-W2dUumIpIT3aRgrJSt6JkOWuaS_SA&oe=69A587DF&_nc_sid=10d13b,https://www.instagram.com/p/DVB7J8Sjxqa/,https://www.instagram.com/hjahc/,Henry J. Austin Health Center,3837608525451696794,True,False
Le Kool Champagne Reception at the Jazz Set,2026-02-25,,Ralph Pucci International,,,Join us for a chic evening of live jazz and champagne!,Reception,"Mixing and mingling at the @LeKoolChampagne Reception at the @ralphipuccintl Jazz Set, listening to the talented JAZZ HOUSE Ambassadors from Montclair directed by Caili O’Doherty, RADAM SCHWARTZ’ ORGAN AMBASSADORS directed by Radam Schwartz, and MIKE LEE’S AMBASSADORS directed by Mike Lee. Performances by @samarajoysings and @chrmcbride.","JAZZ HOUSE Ambassadors from Montclair, RADAM SCHWARTZ’ ORGAN AMBASSADORS, MIKE LEE’S AMBASSADORS, Samar Joysings, Christian McBride",,0.9,jazz_house_kids,https://www.instagram.com/p/DVMwtNulEpi/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/642253593_18537602026068429_4997638575758447475_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGa2nz0-iZkbXY6ALfpR4G35YuQFUsjF38vJYnkMyhBoCe9pCKLmeNo7Rbp4L8ceJc&_nc_ohc=jsvdhmJMzFYQ7kNvwGH2wE2&_nc_gid=V_jdRh16bIbVaObgT4KGew&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvrtroKTqMwqEz0G33gtcJ43UVZVPD0olwDrebzWkPp5w&oe=69A587F8&_nc_sid=10d13b,https://www.instagram.com/p/DVMwtNulEpi/,https://www.instagram.com/jazz_house_kids/,JAZZ HOUSE KiDS,3840658795589290594,True,False
Spring Arts Classes,2026-03-16,,,Hoboken,North,Get ready for Spring Arts Classes starting soon!,Class,Spring Arts Classes are starting soon.,,,0.9,hobokenculturalaffairs,https://www.instagram.com/p/DU84C9MkUQc/,https://scontent-mia3-3.cdninstagram.com/v/t51.82787-15/640304388_18327340240222221_8711997615319633091_n.heic?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QE6dvIlTXZeESo_JJAw--r4H0xVgwpVeq_vOfHA-iGMvluOv4B8sMpSGSXcdIsjtyHaGrtfJDpdX8Lcwbb3FL5d&_nc_ohc=TO8PTiFWwVEQ7kNvwHuVPXT&_nc_gid=EtxW3-dTZnsKk_tuHjRJOQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aftfldvpy8b-qfE7yipvaD9MOQDe-SHKnbBcAFq_TipsvQ&oe=69A585C2&_nc_sid=10d13b,https://www.instagram.com/p/DU84C9MkUQc/,https://www.instagram.com/hobokenculturalaffairs/,Hoboken Cultural Affairs,3836187476365493276,True,False
Spring Arts Registration,2026-02-17,,,Hoboken,North,Register for Spring Arts Classes starting February 17th!,Registration,Registration for Spring Arts Classes opens.,,,0.9,hobokenculturalaffairs,https://www.instagram.com/p/DU84C9MkUQc/,https://scontent-mia3-3.cdninstagram.com/v/t51.82787-15/640304388_18327340240222221_8711997615319633091_n.heic?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QE6dvIlTXZeESo_JJAw--r4H0xVgwpVeq_vOfHA-iGMvluOv4B8sMpSGSXcdIsjtyHaGrtfJDpdX8Lcwbb3FL5d&_nc_ohc=TO8PTiFWwVEQ7kNvwHuVPXT&_nc_gid=EtxW3-dTZnsKk_tuHjRJOQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aftfldvpy8b-qfE7yipvaD9MOQDe-SHKnbBcAFq_TipsvQ&oe=69A585C2&_nc_sid=10d13b,https://www.instagram.com/p/DU84C9MkUQc/,https://www.instagram.com/hobokenculturalaffairs/,Hoboken Cultural Affairs,3836187476365493276,True,False
ONE OF THEM ONES: ALL BLACK AFFAIR,2026-02-28,9:00 PM,Kokomo NYC,New York,,Close out Black History Month with an all-black affair rooted in culture and celebration!,Party,"Join One of Them Ones for an All Black Affair at Kokomo NYC to close out Black History Month. The night will be rooted in culture, community, and celebration. Live performances start at 9:30 PM sharp.","['@ClassicNewWave', '@Flygerian', '@DJ.Chvmeleon', '@SoundsbyTimFields', '@TubbsKrueger', '@Swoope', '@DebbieAlamrew', '@IAmJMBMusic']",TIX @ONEOFTHEMONESNYC BIO,1.0,oneofthemonesnyc,https://www.instagram.com/p/DVJ60tPEYjw/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/642135585_18000773087889371_3813263076500542242_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHaZBAi1wU_wgATct4h_h0KwsHyIMTv7Aj1wVY6XGBba1ARj9LZi_Y95lb61_l-Zpk&_nc_ohc=8898KkfQyUUQ7kNvwGWGCcu&_nc_gid=YhzmmVbnzeyBJma2HwdRiA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuWZJpwTqlKcgj5XqGzRkjo20-Y-6Zfv3edvPCJL_vd6g&oe=69A57F4F&_nc_sid=10d13b,https://www.instagram.com/p/DVJ60tPEYjw/,https://www.instagram.com/oneofthemonesnyc/,One of Them Ones.,3839858865991682288,True,False
Annual Meeting,2026-03-17,9:00 AM,280 Grove St.,Jersey City,North,Get the latest on Historic Downtown Jersey City at our Annual Meeting!,Meeting,"Annual Meeting including Year in Review, Breakfast, Business Honorees, and 2026-27 Budget Approval. Open to in-district business members, in-district property owners, and board members.",,,0.9,hdsid_jc,https://www.instagram.com/p/DVJs_4YAXpN/,https://scontent-lax3-1.cdninstagram.com/v/t51.82787-15/640305867_18566332795018942_4170047531815176608_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGUFD_qFx1chKl28dCe9wE_TJ4mFgSeTZfadwYa656173ayVkNccevEm0Ro5YZuM2Y&_nc_ohc=Dt5dmHGuwn4Q7kNvwFSzwaP&_nc_gid=RmIUb6puNz7in67Ze6wdWA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu7tzb304hFPhmy0AoymZnjiOWplRv7rn6usX0slc3IMQ&oe=69A58D5E&_nc_sid=10d13b,https://www.instagram.com/p/DVJs_4YAXpN/,https://www.instagram.com/hdsid_jc/,Historic Downtown Jersey City SID,3839798061215873613,True,False
Snow Day Bowling,2026-02-23,3:00 PM,Laurel Lanes,Maple Shade,South,Hit the lanes for some snow day strikes at Laurel Lanes!,Bowling,Come bowl some snow day strikes tonight. Opening at 3 PM and have lanes available all night!,,,0.9,laurellanesnj,https://www.instagram.com/p/DVHBU-pEXiM/,https://scontent-lga3-1.cdninstagram.com/v/t51.71878-15/638881402_1755016759214907_3267657969784458961_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGcyCl1owIMgoBcd3AMfHMgpWjvX3N4BhFZ_D5IGHmFO05Qjkjg01Y3QVQ5kXFMDk1GbhgwuxvjbKMjvfUDb_ia&_nc_ohc=p9RxwViXbvgQ7kNvwFJ8t-O&_nc_gid=9q5XvtgztNZq-Onn2CPYww&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afue7_qBZoeYHvKWE-FxUxtoMad9v9o4fl8nTfzpdjVz7A&oe=69A58509&_nc_sid=10d13b,https://www.instagram.com/p/DVHBU-pEXiM/,https://www.instagram.com/laurellanesnj/,Laurel Lanes,3839043047053686924,True,False
Women's Luncheon 2026,2026-03-20,12:00 PM,Porta Jersey City,Jersey City,North,Celebrate Jersey City's woman-owned businesses at the Women's Luncheon 2026!,Luncheon,"The Historic Downtown Special Improvement District (HDSID) presents the Women's Luncheon 2026, honoring woman-owned brick-and-mortar businesses in Jersey City. Open to all brick-and-mortar businesses in Jersey City. Admission fee for non-HDSID members.",,Admission fee for non-HDSID members,0.9,morleesjc,https://www.instagram.com/p/DVJtvYklOlm/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/640419003_18568436392032112_210104406668094865_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGAaFohojBqcd5WGctnoLSxZxolSLhx7Y0Q2T2dtF8vSm-XWrqY38ZBEjrMjzIzJqA&_nc_ohc=1O1SjHDW58kQ7kNvwH979hG&_nc_gid=RIxGMmI7UtyusdhLeCnFNA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuzvbOc9uyB6KC6etM0elrLT5BmpHpf4HUpxp_duKG5AQ&oe=69A57025&_nc_sid=10d13b,https://www.instagram.com/p/DVJtvYklOlm/,https://www.instagram.com/morleesjc/,MORLEES,3839801325602007398,True,False
Farmers' Market,2026-02-26,,Grove St PATH Plaza,Jersey City,North,Get ready for fresh finds at the Downtown Jersey City Farmers' Market!,Farmers Market,The farmers' market scheduled for February 26th has been canceled due to low temperatures and remaining snow in the plaza. It will resume the following week.,,,0.9,hdsid_jc,https://www.instagram.com/p/DVJU9jSFaU_/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/639540581_18566297335018942_8870540849454148654_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHeJw9NBBRESkjwrqWiOV8jmvf3vFPHqkuf-9EeL8CSZsjEwTYDa_Hr7uSVSFzaBgg&_nc_ohc=Z7t8arTX9isQ7kNvwFmI1WY&_nc_gid=R6JzuCsBBxDBi4-1TMxdeA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aft8-GBu4B80BS2w7TjPyRWcOQBNUxRvF2z13G-xgT307g&oe=69A582A6&_nc_sid=10d13b,https://www.instagram.com/p/DVJU9jSFaU_/,https://www.instagram.com/hdsid_jc/,Historic Downtown Jersey City SID,3839692348012733759,True,False
Farmers' Market,2026-03-05,4:00 PM,Grove St PATH Plaza,Jersey City,North,Fresh produce and local goods await at the Downtown Jersey City Farmers' Market!,Farmers Market,Weekly farmers' market resuming next week.,,,0.8,hdsid_jc,https://www.instagram.com/p/DVJU9jSFaU_/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/639540581_18566297335018942_8870540849454148654_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHeJw9NBBRESkjwrqWiOV8jmvf3vFPHqkuf-9EeL8CSZsjEwTYDa_Hr7uSVSFzaBgg&_nc_ohc=Z7t8arTX9isQ7kNvwFmI1WY&_nc_gid=R6JzuCsBBxDBi4-1TMxdeA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aft8-GBu4B80BS2w7TjPyRWcOQBNUxRvF2z13G-xgT307g&oe=69A582A6&_nc_sid=10d13b,https://www.instagram.com/p/DVJU9jSFaU_/,https://www.instagram.com/hdsid_jc/,Historic Downtown Jersey City SID,3839692348012733759,True,False
